3d capable|<page title>|aspect ratio|brightness|builtin devices|bundled with|character resolution|colour|colour support|compliant standards|contrast ratio|designed for|device type|diagonal size|diagonal size cm|digital tv tuner|dimensions wxdxh|display format|display position adjustments|energy class|energy consumption per year|environmental standards|features|hdcp compatible|hdmi ports qty|height rack units|image aspect ratio|input connectors|kvm switch|lcd backlight technology|localisation|manufacturer selling program|manufacturer warranty|microsoft certification|native resolution|panel type|pc interface|pixel pitch|power|power consumption operational|product description|product type|remote control|resolution|response time|screen coating|speaker system|speakers|targeting|technology|tv tuner|usb port|video interface|video wall components qty|weight
|"OHC24 Shop : Monitor > Monitor search help > Philips 24"" LED IPS Monitor >  1920x1080 >  5ms > 2 x 244E5QHSD/00"|Widescreen - 16:9|250 cd/m2||||Glossy cherry black|16.7 million colours|Plug and Play, FCC Class B certified, TUV, BSMI, GOST, SASO, SEMKO, DDC/CI, RoHS, Lead-Free, ISO 9241-307, WEEE, TCO Displays 6.0, cETLus|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 23.8"""||||55.7 cm x 21.3 cm x 42.8 cm - with stand||Tilt|||ENERGY STAR Qualified||||||HDMI, VGA|||||||FullHD 1920 x 1080 at 60 Hz|AH-IPS||0.2745 mm|||"Philips E-line 244E5QHSD - LED monitor - 23.8"""||||5 ms (grey-to-grey)||||||||||3.8 kg
|OHC24 Shop : Monitor > Monitor search help > APC - LCD Console AP5719|||Keyboard, touchpad|||Black||UL, VCCI, C-Tick, GOST, EN 60950, EN55022, NOM, VDE, IEC 60950, EN55024, CCC, RoHS, KCC, FCC Part 15 A, REACH|||"KVM console - 19"""||||48.2 cm x 66.5 cm x 4.4 cm|||||||||1U||VGA|||||2 years warranty||1280 x 1024|||0.26 mm|||"APC LCD Console - KVM console - 19"""||||||||||||||17.4 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Touch Solutions ET1517L-8CWB-0-WH-ZB-G DESKTOP E342516|4:3|250 cd/m2|Touch-screen|||Black|16.2 million colours|UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, S Mark, China RoHS|700:1||"LED-backlit LCD monitor - 15"""||||35.8 cm x 19.7 cm x 31.9 cm - with stand|||||||||||VGA|||Worldwide||3 years warranty||1024 x 768 at 75 Hz||||||"Elo 1517L iTouch Zero-Bezel - LED monitor - 15"""||||16 ms||||||||||4.3 kg
|OHC24 Shop : Monitor > Monitor search help > Epson A61B134EAG||700 cd/m2||||||FCC Class A certified, VCCI|||Customer display||||||||||||||||||||||||||||Epson DMD210 - customer display||||||||||||||
|OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 1529L AccuTouch E619005|4:3|280 cd/m2|Touch-screen , stereo speakers|||Dark grey|16.2 million colours|FCC Class A certified, UL, TUV GS, VCCI, C-Tick, cUL, VESA DPMS, DDC/CI, RoHS|400:1||"LCD monitor - 15"""||||35.5 cm x 26.5 cm x 28.6 cm|||||||||||DVI-D, VGA|||||3 years warranty||1024 x 768 at 75 Hz||||||"Elo Desktop Touchmonitors 1529L AccuTouch - LCD monitor - 15"""||||8 ms|Anti-glare||Integrated|||||||6.6 kg
|"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 22"" S.master S22C450FS LS22C45UFS/EN"|Widescreen - 16:9|250 cd/m2|USB Hub|||Matte black|16.7 million colours|CSA, UL, TUV, VCCI, C-Tick, GOST, EN55022, NEMKO, NOM, PCBC, SASO, SIQ, CCC, AS/NZS 3548, IEC 60950-1, EN 60950-1, KCC, FCC Part 15 B Class A, KC, GB 9254-2008, GB 4943-2001 PSB, NOM-019-SCFI-1993 IRAM, GB 17625.1-2003 EMC, CSA C22.2 No. 60601-1, KN22, KN24, K60950-1|1000:1||"LED-backlit LCD monitor - 21.5"""||||50.43 cm x 21 cm x 36 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||3 years warranty||1920 x 1080|TN||0.24825 mm|||"Samsung S22C450F - LED monitor - 21.5"""||||5 ms (grey-to-grey)||||||||||4.84 kg
|OHC24 Shop : Monitor > Monitor search help > Elo Desktop Touchmonitors - 2401LM E263686|Widescreen - 16:9|270 cd/m2|Touch-screen|||White|16.7 million colours|FCC Class B certified, UL, VCCI, C-Tick, BSMI, GOST, cUL, EN55022, EN55024, CCC, EMC, RoHS, EN 60950-1, WEEE, EN 60601-1, KC, IPX1, IEC 60601-1|3000:1||"LED-backlit LCD monitor - colour - 24"""||||60.6 cm x 6.1 cm x 37.3 cm|||||||||||DVI-D, VGA|||Worldwide||3 years warranty||1920 x 1080 at 60 Hz||||||"Elo Desktop Touchmonitors 2401LM - LED monitor - colour - 24"""|||||Anti-glare||Integrated|||||||8.8 kg
|"OHC24 Shop : Monitor > Monitor search help > Iiyama B1780SD-W1 43CM 17IN LED 43.2 cm (17"")/ 1.280 x"|5:4|250 cd/m2||||White|16.7 million colours|VESA DPMS, GOST-R, TUV Bauart, TCO Displays 6.0, VCCI Class B|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 17"""||||37 cm x 23 cm x 39.95 cm||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||||1280 x 1024|TN||0.264 mm|||"Iiyama ProLite B1780SD-1 - LED monitor - 17"""||||5 ms|||Integrated|||||||4.4 kg
|OHC24 Shop : Monitor > Monitor search help > Epson A61B133EAG||690 cd/m2||||||FCC Class A certified, CSA, UL, TUV, EN 60950, VCCI-I|||Customer display||||16.5 cm x 11 cm x 13.5 cm||||||||||||||||||||||||Epson DMD110BA - customer display||||||||||||||0.7 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - E2481HS-1 E2481HS-B1|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|TUV GS, DDC-2B, VESA DPMS, TCO Displays 5.0, TCO Displays 5.1, TCO Displays 5.2|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||54.35 cm x 21.35 cm x 40.2 cm - with stand||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||||FullHD 1920 x 1080|TN||0.2715 mm|||"Iiyama ProLite E2481HS-1 - LED monitor - 24"""||||2 ms|||Integrated|||||||3.8 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - TF1934MC-B1X|5:4|225 cd/m2|Touch-screen|||Black|16.7 million colours|DDC-2B, VESA DPMS, CB, TUV Bauart, IP65|1000:1||"LED-backlit LCD monitor - 19"" - Multi-Touch"||||41.6 cm x 4.65 cm x 34.45 cm|||||||||||DVI-D, VGA|||||||1280 x 1024|TN||0.294 mm|||"Iiyama ProLite TF1934MC-B1X - LED monitor - 19"""||||5 ms|7H Hard Coating|||||||||4.5 kg
|OHC24 Shop : Monitor > Monitor search help > LG Electronics FLATRON 23MB35PM-B LED 58CM23I 58.4|Widescreen - 16:9|250 cd/m2||||Anthracite dark|16.7 million colours|Plug and Play, FCC Class B certified, CSA, UL, TUV GS, EN 61000-3-3, EN55024, EN55022 Class B, TUV Ergo, DDC/CI, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 23"""||||54.8 cm x 24.6 cm x 36.7 cm - with stand||Height, swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty||1920 x 1080 at 60 Hz|AH-IPS||0.265 mm|||"LG 23MB35PM-B - LED monitor - 23"""||||5 ms (grey-to-grey)|||Integrated|||||||4.5 kg
|OHC24 Shop : Monitor > Monitor search help > LG - 22M45D|Widescreen - 16:9|250 cd/m2||||High glossy black, textured black, black hairline|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV, cUL, DDC/CI, TCO Displays 6.0|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||50.9 cm x 18.8 cm x 41.8 cm - with stand||Tilt|||||||||DVI-D, VGA|||||||1920 x 1080|TN||0.248 mm|||"LG 22M45D - LED monitor - 21.5"""||||5 ms|Anti-glare, 3H Hard Coating|||||||||2.6 kg
|"OHC24 Shop : Monitor > Monitor search help > Lenovo ThinkVision L2323z 3028LN2 23"" Wide LED VGA DVI T28LNCH"|Widescreen - 16:9|250 cd/m2|Stereo speakers, camera, USB Hub|||Raven black|16.7 million colours|FCC Class B certified, MPR II, TUV, BSMI, GOST, IEC950, NEMKO, NOM, SABS, SASO, TUV S, CCC, IC, PSB, RoHS, ISO 9241-307, WEEE, JEITA, ICES, cULus, REACH, TUV Bauart, TCO Certified Edge, E-Standby, KC, Kvalitet, SONCAP, KEBS, CECP, EuP, EMI|1000:1||"LED-backlit LCD monitor - 23"""||||54.53 cm x 5.64 cm x 38.72 cm||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||DVI-D, VGA, DisplayPort|||Liechtenstein, Switzerland|TopSeller|3 years warranty||1920 x 1080 at 75 Hz|IPS||0.265 mm|||"Lenovo ThinkVision LT2323z - LED monitor - 23"" - TopSeller"||||7 ms|Anti-glare|||||||||6.22 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1531SR-W1|4:3|200 cd/m2|Touch-screen , stereo speakers|||White|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL|500:1||"LCD monitor - 15"""||||35.1 cm x 30.6 cm x 20.2 cm||Tilt|||||||||DVI-D, VGA|||||||1024 x 768|TN||0.297 mm|||"Iiyama ProLite T1531SR-W1 - LCD monitor - 15"""||||8 ms|||Integrated|||||||4.1 kg
|OHC24 Shop : Monitor > Monitor search help > Dell - E2014T 858-BBCD|Widescreen - 16:9|250 cd/m2|Touch-screen , USB Hub|3-Years Advance Exchange Service||Black|16.7 million colours|TCO Displays|1000:1 / 8000000:1 (dynamic)||"LED-backlit LCD monitor - 20"" - Multi-Touch"||||50.59 cm x 16.5 cm x 37.6 cm - with stand||Tilt|||ENERGY STAR Qualified||||||2xHDMI, VGA, 2xMHL, DisplayPort|||Switzerland||3 years warranty|Compatible with Windows 7|1600 x 900 at 60 Hz|TN||0.27 mm|||"Dell E2014T - LED monitor - 20"" - with 3-Years Advance Exchange Service"||||2 ms (gray-to-gray)||||||||||4.89 kg
|"OHC24 Shop : Monitor > Monitor search help > AOC I2360PHU 58.42CM 23"" WLED 58.4 cm (23 "")/ 1.920"|16:9|250 cd/m2|||||16.7 million colours|TUV GS, GOST, FCC, RoHS, ISO 9241-307, TCO '05, EuP, cCSAus|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 23"""||||54.85 cm x 24.45 cm x 37.52 cm||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI, VGA|||||3 years warranty||1980 x 1080 at 60 Hz|IPS||0.265 mm|||"AOC Professional i2360Phu - LED monitor - 23"""||||5 ms|||Integrated|||||||5.65 kg
|OHC24 Shop : Monitor > Monitor search help > APC - LCD Console AP5717G|||Keyboard, touchpad|||Black||UL, C-Tick, GOST, EN 60950, NOM, VDE, IEC 60950, EN55024, EN55022 Class A, CCC, RoHS, FCC Part 15 A, REACH|||"KVM console - 17"""||||48.2 cm x 61.4 cm x 4.4 cm|||||||||1U|||||German||2 years warranty||1280 x 1024 at 75 Hz|||0.26 mm|||"APC LCD Console - KVM console - 17"""||||||||||||||15.9 kg
|"OHC24 Shop : Monitor > Monitor search help > Pelco 24"" Full HD 1080p Flat Panel Desktop LED Display  PMCL524FL"|Widescreen - 16:9|250 cd/m2|||||16.7 million colours|FCC Class B certified, UL, C-Tick, cUL, NOM, CCC, KCC, GOST-R|1000:1||"LED-backlit LCD monitor - 24"""||||56.9 cm x 21.3 cm x 42.9 cm|||||ENERGY STAR Qualified||||||HDMI, DVI, VGA , S-Video, composite video|||||3 years warranty||FullHD 1920 x 1080 at 60 Hz|||0.277 mm|||"Pelco PMCL524FL - LED monitor - 24"""||||5 ms|Anti-glare||Internal|||||||7.2 kg
|OHC24 Shop : Monitor > Monitor search help > BenQ - GL2250M 9H.L6XLA.DPE|Widescreen - 16:9|250 cd/m2||||Glossy black|16.7 million colours|RoHS, TCO Displays 5.0|1000:1 / 12000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||52.469 cm x 17.39 cm x 39.99 cm - with stand||Tilt|||ENERGY STAR Qualified , EPEAT Silver||||||DVI-D, VGA|||||||FullHD 1920 x 1080|TN||0.248 mm|||"BenQ GL2250M - LED monitor - 21.5"""||||5 ms|||Integrated|||||||3.7 kg
|"OHC24 Shop : Monitor > Monitor search help > BenQ GW2760HS LED >  27"" Wide >  4ms >  300cd >  9H.L9NLB.RBE"|Widescreen - 16:9|300 cd/m2||||Glossy black|16.7 million colours|TCO Displays 6.0|3000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||62.3 cm x 19.1 cm x 47.2 cm||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI, VGA|||||||FullHD 1920 x 1080|VA||0.311 mm|||"BenQ GW2760HS - LED monitor - 27"""||||4 ms (grey-to-grey)|||Integrated|||||||4.5 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - E2773HS-1 E2773HS-GB1|Widescreen - 16:9|300 cd/m2||||Black|16.7 million colours|Plug and Play, VCCI Class B ITE, DDC-2B, VESA DPMS, PSE Mark, TUV Bauart|1200:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||64.7 cm x 23.9 cm x 45.45 cm||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA|||||||FullHD 1920 x 1080|TN||0.311 mm|||"Iiyama ProLite E2773HS-1 - LED monitor - 27"""||||1 ms|||Integrated|||||||5.3 kg
|"OHC24 Shop : Monitor > Monitor search help > Philips Monitor 19"" 19B4LCS5 LED 19B4LCS5/00"|5:4|250 cd/m2||||Textured black, textured silver|16.7 million colours|Plug and Play, FCC Class B certified, TUV GS, BSMI, GOST, SEMKO, TUV Ergo, DDC/CI, RoHS, Lead-Free, WEEE, TCO Displays 6.0|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 19"""||||40.4 cm x 22.7 cm x 50.6 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty||1280 x 1024 at 60 Hz|TN||0.294 mm|||"Philips Brilliance B-line 19B4LCS5 - LED monitor - 19"""||||5 ms|||Integrated|||||||4.61 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama PL T1731SR-B1|5:4|200 cd/m2|Touch-screen , stereo speakers|||Black|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV, VCCI Class B ITE, cUL|900:1||"LCD monitor - 17"""||||38.7 cm x 34.2 cm x 20.2 cm||Tilt|||||||||DVI-D, VGA|||||||1280 x 1024|TN||0.264 mm|||"Iiyama ProLite T1731SR-B1 - LCD monitor - 17"""||||5 ms|||Integrated|||||||5.7 kg
|OHC24 Shop : Monitor > Monitor search help > V7 - L23600WHS L23600WHS-9E|Widescreen - 16:9|200 cd/m2|||||16.7 million colours|FCC, RoHS, WEEE|30000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||55.9 cm x 18 cm x 42.2 cm - with stand||Tilt|||||||||HDMI, VGA|||||3 years warranty||1920 x 1080||||||"V7 L23600WHS - LED monitor - 24"""||||5 ms|||Integrated|||||||4.2 kg
|"OHC24 Shop : Monitor > Monitor search help > Samsung Monitor 24"" S.masterS24C650DW LS24C65UDW/EN"|Widescreen - 16:10|250 cd/m2|USB Hub|||Matte black|16.7 million colours||1000:1||"LED-backlit LCD monitor - 24"""||||55.48 cm x 22.4 cm x 38.725 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||DVI, VGA, DisplayPort|||||||1920 x 1200|AD-PLS|||||"Samsung S24C650DW - LED monitor - 24"""||||5 ms||||||||||5.7 kg
|OHC24 Shop : Monitor > Monitor search help > Avocent ECS17KMM8-205||250 cd/m2|Keyboard, touchpad , 8 port KVM switch||||16.7 million colours|UL, TUV GS, VCCI, C-Tick, BSMI, GOST, NOM, CB, EMC, FCC, ULC, RoHS, UL-AR|1000:1||"KVM console - 17"""||||44.5 cm x 65.1 cm x 4.4 cm|||||||||1U||VGA|USB - 8 ports||Germany||||1280 x 1024 at 60 Hz||||||"Avocent LCD Console and KVM over IP Switch Integrated Tray - KVM console - 17"""||||||||||||||12.8 kg
|OHC24 Shop : Monitor > Monitor search help > Iiyama ProLite - GB2773HS-GB2|Widescreen - 16:9|300 cd/m2||||Black|16.7 million colours|DDC-2B, VESA DPMS, PSE Mark, TUV Bauart, VCCI Class B|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||64.7 cm x 23 cm x 41.55 cm||Height, swivel, tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, DisplayPort|||||||FullHD 1920 x 1080|TN||0.311 mm|||"Iiyama ProLite GB2773HS-GB2 - LED monitor - 27"""||||1 ms|||Integrated|||||||7.3 kg
|OHC24 Shop : Monitor > Monitor search help > LG - 24EB23PM-B|Widescreen - 16:10|300 cd/m2||||Black|16.7 million colours|Plug and Play, CSA, UL, TUV GS, NEMKO, SEMKO, EN 61000-3-3, EN55024, EN55022 Class B, TUV Ergo, DDC/CI, RoHS, ISO 9241-307, EN 61000-3-2:2006, TCO Displays 6.0, EN 60950-1:2006|1000:1 / 5000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||55.8 cm x 23.9 cm x 39.5 cm - with stand||Height, swivel, tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty||1920 x 1200|AH-IPS||0.269 mm|||"LG 24EB23PM-B - LED monitor - 24"""||||5 ms|Anti-glare, 3H Hard Coating||Integrated|||||||5.4 kg
|"OHC24 Shop : Monitor > Monitor search help > Dell P1914s >  19"" 5:4 1280x1024 >  8ms >  VGA >  DVI >  DP"|5:4|250 cd/m2||||Black|16.7 million colours|TCO Displays|1000:1 / 2000000:1 (dynamic)||"LED-backlit LCD monitor - 19"""||||41.14 cm x 18 cm x 37.02 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||DVI-D, VGA, DisplayPort|||Switzerland||3 years warranty|Compatible with Windows 7|1280 x 1024 at 60 Hz|IPS||0.29 mm|||"Dell P1914S - LED monitor - 19"""||||8 ms (grey-to-grey)|Anti-glare, 3H Hard Coating|||||||||5.12 kg
|OHC24 Shop : Monitor > Monitor search help > Elo - 2440L E000416|Widescreen - 16:9|300 cd/m2|Touch-screen|||Black|16.7 million colours|UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, E-Standby, China RoHS|1000:1||"LED-backlit LCD monitor - 24"""||||56.16 cm x 4.22 cm x 32.58 cm|||||||||||DVI-D, VGA|||Worldwide||3 years warranty||FullHD 1920 x 1080 at 75 Hz||||||"Elo Open-Frame Touchmonitors 2440L IntelliTouch Zero-Bezel / iTouch Plus - LED monitor - 24"""||||5 ms||||||||||5.7 kg
|"OHC24 Shop : Monitor > Monitor search help > AOC g2460Fq/24"" LED Monitor > 144Hz >  1ms GtG >  1920 x 1080 >  G2460FQ"|Widescreen - 16:9|350 cd/m2||||Black|16.7 million colours|Plug and Play, TUV GS, GOST, FCC, RoHS, TCO Displays 5.0, ISO 9241-307|1000:1 / 80000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||56.54 cm x 21.93 cm x 41.16 cm - with stand||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA, DisplayPort|||||3 years warranty||1920 x 1080 at 144 Hz|TN||0.276 mm|||"AOC g2460Fq - LED monitor - 24"""||||1 ms (grey-to-grey)|||Integrated|||||||4.16 kg
|OHC24 Shop : Monitor > 80 Zoll and greater > LG - 84WS70BS||||||Black||||||"84"""|213 cm||192.3 cm x 5.1 cm x 110.9 cm - without stand|4K UHDTV (2160p)|||||Smart Energy Saving, temperature sensor, compatible with SuperSign Software|Yes|2 port(s)||16:9|||LED backlight|||||||DVI, VGA (HD-15), DisplayPort||AC 120/230 V ( 50/60 Hz )|350 Watt|"LG 84WS70BS - 84"" LED TV"|LED-backlit LCD TV|Remote control|3840 x 2160|||||Commercial use|IPS|No tuner|Yes , 2 port(s)|Composite, HDMI||72.8 kg
|OHC24 Shop : Monitor > Monitor search help > BenQ - BL2710PT 9H.LAALB.RBE|Widescreen - 16:9|350 cd/m2||||Black|1.07 billion colours|TCO Displays 6.0|1000:1||"LED-backlit LCD monitor - 27"""||||63.9 cm x 25.9 cm x 39.7 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||HDMI, DVI-D, VGA, DisplayPort|||||||QHD 2560 x 1440|IPS||0.2331 mm|||"BenQ BL2710PT - LED monitor - 27"""||||12 ms (tr - tf); 4 ms (gray-to-gray)|||Integrated|||||||8.2 kg
|OHC24 Shop : Monitor > Monitor search help > Elo - 2440L E000413|Widescreen - 16:9|300 cd/m2|Touch-screen|||Black|16.7 million colours|UL, VCCI, C-Tick, BSMI, cUL, CB, CCC, IC, FCC, RoHS, KCC, WEEE, E-Standby, China RoHS|1000:1||"LED-backlit LCD monitor - 24"""||||56.16 cm x 4.22 cm x 32.58 cm|||||||||||DVI-D, VGA|||Worldwide||3 years warranty||FullHD 1920 x 1080 at 75 Hz||||||"Elo Open-Frame Touchmonitors 2440L IntelliTouch - LED monitor - 24"""||||5 ms||||||||||5.7 kg
|"OHC24 Shop : Monitor > Monitor search help > AOC M2870VQ 71.1CM 28IN LED 71.1 cm (28"")/ 1.920 x"|Widescreen|300 cd/m2|||||16.7 million colours|TUV GS, GOST, RoHS, ISO 9241-307, EuP, TCO Displays 6.0|1000:1 / 50000000:1 (dynamic)||"LED-backlit LCD monitor - 28"""||||66.51 cm x 24.19 cm x 15.18 cm||Tilt|||ENERGY STAR Qualified||||||HDMI, DVI-D, VGA, DisplayPort|||||3 years warranty||1920 x 1080 at 60 Hz|MVA||0.311 mm|||"AOC M2870VQ - LED monitor - 28"""||||5 ms||||||||||5.3 kg
|"OHC24 Shop : Monitor > Monitor search help > Acer V196WLbmd mit Speaker >  19"" 16:10 LED TFT >  UM.CV6EE.007"|Widescreen - 16:10|250 cd/m2||||Black|16.7 million colours|TCO '06|100000000:1 (dynamic)||"LED-backlit LCD monitor - 19"""||||44 cm x 19.1 cm x 37.8 cm - with stand|||||||||||DVI, VGA|||||3 years warranty||1440 x 900||||||"Acer V196WL - LED monitor - 19"""||||5 ms||||||||||3.1 kg
|OHC24 Shop : Monitor > Monitor search help > V7 Videoseven LED 47CM 18 > 5IN 1366X768 5MS 47 cm LED185W2S-9E|Widescreen - 16:9|200 cd/m2||||Glossy black||FCC, RoHS, WEEE|800:1||"LED-backlit LCD monitor - 18.5"""||||44.4 cm x 5.1 cm x 35.1 cm|||||||||||DVI, VGA|||||3 years warranty||1366 x 768||||||"V7 LED185W2S-9E - LED monitor - 18.5"""||||5 ms|||Integrated|||||||2.41 kg
|OHC24 Shop : Monitor > Monitor search help > Dell UltraSharp - UZ2715H 210-ACWB|Widescreen - 16:9|300 cd/m2|Camera, microphone , FHD camera|||Black|16.7 million colours|Plug and Play, FCC, DDC/CI, RoHS, TCO Displays|1000:1 / 8000000:1 (dynamic)||"LED-backlit LCD monitor - 27"""||||65.88 cm x 19.6 cm x 46.77 cm - with stand||Tilt|||ENERGY STAR Qualified||||||HDMI, VGA, DisplayPort|||Switzerland||||FullHD 1920 x 1080 at 60 Hz|IPS||0.3114 mm|||"Dell UltraSharp UZ2715H - LED monitor - 27"""||||8 ms (grey-to-grey)|Anti-glare, 3H Hard Coating||Integrated|||||||6.83 kg
|"OHC24 Shop : Monitor > Monitor search help > Philips 298P4QJEB/00 29"" LED IPS  >  2560x1080 >"|Widescreen - 21:9|300 cd/m2||||Black|16.7 million colours|FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, RoHS, Lead-Free, WEEE, TCO Displays 6.0|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 29"""||||70 cm x 27.3 cm x 53.8 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified||||||2xHDMI, DVI-D, DisplayPort|||||3 years warranty||2560 x 1080 at 60 Hz|AH-IPS||0.272 mm|||"Philips Brilliance 298P4QJEB - LED monitor - 29"""||||14 ms (typical); 5 ms (grey-to-grey)|||Internal|||||||8.46 kg
|OHC24 Shop : Monitor > Monitor search help > Philips S-line - 241S4LSB|Widescreen - 16:9|250 cd/m2||||Black|16.7 million colours|Plug and Play, FCC Class B certified, UL, TUV GS, BSMI, GOST, cUL, SASO, SEMKO, TUV Ergo, DDC/CI, RoHS, Lead-Free, WEEE, TCO Displays 5.2|1000:1 / 20000000:1 (dynamic)||"LED-backlit LCD monitor - 24"""||||56.5 cm x 20.7 cm x 43.7 cm - with stand||Tilt|||ENERGY STAR Qualified||||||DVI-D, VGA|||||3 years warranty|Compatible with Windows 7|1920 x 1080 at 60 Hz|||0.276 mm|||"Philips S-line 241S4LSB - LED monitor - 24"""||||5 ms||||||||||4.9 kg
|"OHC24 Shop : Monitor > Monitor search help > Lenovo Monitor 19.5"" LT2013p wide TFT-LCD >  LED 60A0MAT1CH"|Widescreen - 16:9|250 cd/m2|USB Hub|||Business black|16.7 million colours|MPR II, TUV GS, VCCI, BSMI, GOST, GS, IEC950, NEMKO, NOM, SABS, SASO, TUV S, VESA DPMS, CCC, IC, PSB, RoHS, ISO 9241-307, Green Mark, JEITA, cTUVus, TCO Certified Edge, E-Standby, KC, Kvalitet, CEL, EPA, DDC-2B/CI, TCO Displays 6.0, INSM|1000:1 / 10000000:1 (dynamic)||"LED-backlit LCD monitor - 19.5"""||||46.7 cm x 20 cm x 33.65 cm - with stand||Height, pivot (rotation), swivel, tilt|||ENERGY STAR Qualified , EPEAT Gold||||||HDMI, VGA, DisplayPort|||Liechtenstein, Switzerland||3 years warranty||1600 x 900 at 75 Hz|TN||0.27 mm|||"Lenovo ThinkVision LT2013p - LED monitor - 19.5"""||||5 ms||||||||||
|"OHC24 Shop : Monitor > Monitor search help > LG Electronics Monitor 17"" 17MB15T-B Touch"|5:4|250 cd/m2|||||16.7 million colours|FCC Class B certified, TUV|5000000:1 (dynamic)||"LED-backlit LCD monitor - 17"""||||37 cm x 9.5 cm x 31.5 cm - with stand||Tilt|||||||||VGA|||||||1280 x 1024|TN||0.264 mm|||"LG 17MB15T - LED monitor - 17"""||||5 ms||||||||||3.3 kg
|OHC24 Shop : Monitor > Monitor search help > Acer - B226HQLAymidr UM.WB6EE.A09|Widescreen - 16:9|250 cd/m2||||Dark grey|16.7 million colours|TCO Displays 6.0|100000000:1 (dynamic)||"LED-backlit LCD monitor - 21.5"""||||50.58 cm x 5.2 cm x 30.45 cm - without stand||Height, pivot (rotation)|||ENERGY STAR Qualified||||||HDMI, DVI, VGA|||Swiss / EMEA||3 years warranty||FullHD 1920 x 1080 at 60 Hz|VA|||||"Acer B226HQLAymidr - LED monitor - 21.5"""||||8 ms|||Integrated|||||||
