3d type|<page title>|additional information|adjustable display angle|adjustable display height|adjustable display pivot|aspect ratio|backlight technology|brand name|brightness|builtin devices|certifications  standards|color|color supported|compatibility|component video|composite video|contrast ratio|country of origin|depth|depth with stand|digital zoom|display orientation|displayport|dvi|features|full product specifications|green compliance certificateauthority|green compliant|hdcp supported|hdmi|headphone|height|height with stand|horizontal frequency|horizontal viewing angle|image sensor|input voltage|interfacesports|limited warranty|manufacturer|manufacturer part number|manufacturer website address|maximum adjustable height|maximum resolution|mount type|multitouch screen|network rj45|number of screens|number of speakers|offmode power consumption|operating power consumption|package contents|package type|packaged quantity|panel technology|platform supported|postconsumerwaste|product line|product model|product name|product series|product type|recycled|recycled content|resolution|response time|screen mode|screen size|screen surface|serial port|speakers|standard refresh rate|standby power consumption|svideo|swivel angle|tilt angle|touchscreen|touchscreen type|usb|usb standard|vertical viewing angle|vesa mount compatible|vesa mount standard|vga|webcam|weight approximate|weight with stand approximate|width|width with stand
|"Viewsonic Va2037a-led 20"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 250 Cd/mÂ² - 1,000:1 - Hd+ - Vga - 18 W - Black - (VA2037A-LED) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|Viewsonic|250 cd/mÂ²|||Black|||||1,000:1||"2"" (50.9 mm)"|"7.1"" (179.8 mm)"|||||Security Lock, Eco Mode|||||||"11.7"" (297.2 mm)"|"14"" (355.7 mm)"||170Â°|||||Viewsonic Corporation|VA2037A-LED|http://www.viewsonic.com||1600 x 900|Wall Mountable|||1|||18 W|||||PC, Mac|||VA2037a-LED|VA2037a-LED Widescreen LCD Monitor||LCD Monitor||||5 ms|HD+|"20"""|Anti-glare||||||||||||160Â°|Yes|100 x 100|Yes||2.70 kg|2.90 kg|"18.6"" (472.8 mm)"|"18.6"" (472.8 mm)"
|"Acer B226hql 21.5"" Led Lcd Monitor - 16:9 - 8 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 100,000,000:1 - Full Hd - Speakers - Dvi - Vga - 19.50 W - Dark Gray - Epeat Gold, Tco '06, Energy Star - (UM.WB6AA.A01) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|Acer|250 cd/mÂ²|Speaker||Dark Gray|16.7 Million Colors||||100,000,000:1||"8.7"" (221 mm)"|||||Yes|||EPEAT Gold, TCO '06, ENERGY STAR|Yes|Yes|||"14.5"" (369 mm)"|||178Â°||110 V AC, 220 V AC|||Acer, Inc|UM.WB6AA.A01|http://www.acer.ca||1920 x 1080||||1|2|250 mW|19.50 W|B226HQL Widescreen LCD Monitor1 x VGA Cable1 x DVI CablePower Cord|||Vertical Alignment (VA)||||B226HQL|B226HQL Widescreen LCD Monitor|B|LCD Monitor||||8 ms|Full HD|"21.5"""|Anti-glare||Yes|60 Hz|350 mW||||||||178Â°|||Yes||3.17 kg|5.81 kg|"20"" (508 mm)"|
|"Viewsonic Va2249s 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 250 Nit - 20,000,000:1 - Full Hd - Dvi - Vga - 26 W - Energy Star, China Energy Label (cel), Cecp, Reach, Erp, Epeat Silver, Weee, Rohs, Tco Certified Displays 6.0 - (VA2249S) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|Viewsonic|250 cd/mÂ²||CE CB BSMI PSB C-tick UL/cUL FCC-B (including ICES003) GOST-R/Hygienic UkrSEPRO CCC China Energy TUV-S(ULAR) NOM ISO9241-3||||||20,000,000:1||"1.9"" (48.3 mm)"|"7.5"" (190.5 mm)"||||Yes|Eco Mode, Security Lock||ENERGY STAR, RoHS, TCO Certified Displays 6.0, China Energy Label (CEL), CECP, REACH, ErP, EPEAT Silver, WEEE|Yes|Yes|||"12.5"" (317.5 mm)"|"14.4"" (365.8 mm)"|82 kHz|178Â°||110 V AC, 220 V AC||3 Year|Viewsonic Corporation|VA2249S|http://www.viewsonic.com||1920 x 1080|Wall Mountable|||1|||26 W|High-Performance Monitor with SuperClear Technology Power cable Video cable Quick start Guide ViewSonic Wizard CD-ROM (User Guide)|||In-plane Switching (IPS) Technology|PC, Mac|||VA2249S|High-Performance Monitor with SuperClear Technology||LCD Monitor||||5 ms|Full HD|"21.5"""|Anti-glare|||75 Hz||||5Â°to19Â°|||||178Â°|Yes|100 x 100|Yes||3.08 kg|3.67 kg|"20.1"" (510.5 mm)"|"20.1"" (510.5 mm)"
|"Acer V226wl 22"" Led Lcd Monitor - 16:10 - 5 Ms - 1680 X 1050 - 16.7 Million Colors - 250 Cd/mÂ² - 100,000,000:1 - Wxga+ - Dvi - Vga - 24.20 W - Black - Tco '06 - (UM.EV6AA.002) - SoftwareCity.ca - Canada"|||||16:10|LED|Acer|250 cd/mÂ²|||Black|16.7 Million Colors||||100,000,000:1||"8.1"" (207 mm)"|||||Yes|||TCO '06|Yes|Yes|||"16.5"" (419.1 mm)"|||170Â°||110 V AC, 220 V AC|||Acer, Inc|UM.EV6AA.002|http://www.acer.ca||1680 x 1050||||1||350 mW|24.20 W|V226WL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord|||||||V226WL|V226WL Widescreen LCD Monitor|V|LCD Monitor||||5 ms|WXGA+|"22"""|Anti-glare|||60 Hz|450 mW||||||||160Â°|||Yes||3.09 kg|3.52 kg|"19.9"" (505.8 mm)"|
|"Acer V225wl 22"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1680 X 1050 - 16.7 Million Colors - 250 Nit - 100,000,000:1 - Wsxga+ - Dvi - Vga - 15.60 W - Black - Tco '05, Energy Star - (UM.EV5AA.A01) - SoftwareCity.ca - Canada"||Yes|No|No|16:10|LED|Acer|250 cd/mÂ²|||Black|16.7 Million Colors||||100,000,000:1||"7"" (177.8 mm)"|||||Yes|||TCO '05, ENERGY STAR|Yes|Yes|||"13.3"" (337.8 mm)"|||170Â°|||||Acer, Inc|UM.EV5AA.A01|http://www.acer.ca||1680 x 1050||||1||310 mW|15.60 W|V225WL Widescreen LCD Monitor1 x DVI CableVGA CablePower Cord|||Twisted Nematic Film (TN Film)||||V225WL|V225WL Widescreen LCD Monitor|V|LCD Monitor||||5 ms|WSXGA+|"22"""|Anti-glare|||60 Hz|460 mW||||||||160Â°|||Yes||3.22 kg||"20"" (508 mm)"|
|"Aoc Professional E2260swda 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Full Hd - Speakers - Dvi - Vga - Black - Energy Star - (e2260Swda) - SoftwareCity.ca - Canada"||Yes|No|No|16:9|LED|AOC|250 cd/mÂ²|Speaker||Black|16.7 Million Colors||||1,000:1||"7.3"" (185 mm)"||||No|Yes|Security Lock||ENERGY STAR|Yes|Yes|No||"14.7"" (373 mm)"|||170Â°||||1 Year|AOC|E2260SWDA|http://us.aoc.com||1920 x 1080|Wall Mountable|||1||||||||PC||Professional|e2260Swda|"LED Monitor - e2260Swda Professional 54.7cm (21.5"")"||LCD Monitor||||5 ms|Full HD|"21.5"""|||Yes||||||||||160Â°|Yes|100 x 100|Yes||||"20.1"" (511 mm)"|
|"Benq Gw2265hm 21.5"" Led Lcd Monitor - 16:9 - 6 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 20,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 30 W - Black - Energy Star 6.0, TÃ¼v Rheinland - (GW2265HM) - SoftwareCity.ca - Canada"||Yes|No|No|16:9|LED|BenQ|250 cd/mÂ²|Speaker||Black|16.7 Million Colors||||20,000,000:1||"2.1"" (52.7 mm)"|"7.3"" (185.7 mm)"||||Yes|M-book Mode, Security Lock, Advanced Motion Accelerator (AMA), Eye-Care, Flicker-free, Eco Mode, Reading Mode, Senseye 3||ENERGY STAR 6.0, TÃV Rheinland|Yes|Yes|Yes|Yes|"11.9"" (302.2 mm)"|"15.6"" (397 mm)"|83 kHz|178Â°||120 V AC, 230 V AC||3 Year|BenQ Corporation|GW2265HM|http://www.benq.ca||1920 x 1080|Wall Mountable|||1|||30 W|GW2265HM Widescreen LCD Monitor VGA Cable|||Vertical Alignment (VA)|PC|||GW2265HM|GW2265HM Widescreen LCD Monitor|GW|LCD Monitor||||6 ms|Full HD|"21.5"""|||Yes|76 Hz||||-5Â°to20Â°|||||178Â°|Yes|100 x 100|Yes|No|3.50 kg||"20.1"" (510 mm)"|"20.1"" (510 mm)"
3D Ready|"Benq Xl2720z 27"" 3d Ready Led Lcd Monitor - 16:9 - 1 Ms - 1920 X 1080 - 16.7 Million Colors - 300 Nit - 12,000,000:1 - Full Hd - Dvi - Hdmi - Displayport - Usb - 27 W - Tco Certified Displays 6.0 - (XL2720Z) - SoftwareCity.ca - Canada"|||||16:9|LED|BenQ|300 cd/mÂ²|USB Hub|||16.7 Million Colors||||12,000,000:1||"10.7"" (273 mm)"||||Yes|Yes||Click to view|TCO Certified Displays 6.0|Yes||Yes||"21.6"" (548 mm)"||||||||BenQ Corporation|XL2720Z|http://www.benq.ca||1920 x 1080||||1|||27 W||||||||XL2720Z|XL2720Z Widescreen LCD Monitor||LCD Monitor||||1 ms|Full HD|"27"""|||||||||||Yes|||Yes||||7.50 kg||"25.3"" (642 mm)"|
|"Acer B286hk 28"" Led Lcd Monitor - 16:9 - 1 Ms - 3840 X 2160 - 16.7 Million Colors - 300 Cd/mÂ² - 4k Uhd - Speakers - Dvi - Hdmi - Displayport - Usb - 39 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0 - (UM.PB6AA.003) - SoftwareCity.ca - Canada"|||||16:9|LED|Acer|300 cd/mÂ²|USB Hub||Dark Gray|16.7 Million Colors||||100,000,000:1||"2.5"" (64.5 mm)"|"9.7"" (247.2 mm)"|||Yes|Yes||Click to view|EPEAT Gold, TCO Certified Displays 6.0|Yes||Yes||"15"" (381.9 mm)"||||||||Acer, Inc|UM.PB6AA.003|http://www.acer.ca||3840 x 2160||||1||400 mW|39 W|B286HK Widescreen LCD Monitor1 x DVI Cable1 x DisplayPort Cable1 x HDMI CablePower Cord1 x USB 3.0 Cable|||Twisted Nematic Film (TN Film)||||B286HK|B286HK Widescreen LCD Monitor|B|LCD Monitor||||1 ms|4K UHD|"28"""|||Yes||500 mW|||-5Â°to35Â°|||Yes|||||||||"25.9"" (658.7 mm)"|"25.9"" (658.7 mm)"
|"Aoc Style Q2770pqu 27"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 2560 X 1440 - 16.7 Million Colors - 300 Nit - 20,000,000:1 - Wqhd - Speakers - Dvi - Hdmi - Vga - Displayport - Usb - 18 W - Textured Black - Energy Star, TÃ¼v, Rohs, Epeat Silver - (Q2770PQU) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:9|LED|AOC|300 cd/mÂ²|Speaker, USB Hub|CE FCC|Textured Black|16.7 Million Colors||||20,000,000:1|||"9.6"" (244 mm)"||Landscape/Portrait|Yes|Yes|Eco Mode, Screen+, i-Menu, e-Saver, Security Lock, Mobile High-Definition Link (MHL)||ENERGY STAR, TÃV, RoHS, EPEAT Silver|Yes|Yes|Yes|Yes||"21.9"" (556 mm)"|99 kHz|178Â°||110 V AC, 220 V AC||3 Year|AOC|Q2770PQU|http://us.aoc.com|"5.1"" (130 mm)"|2560 x 1440|Wall Mountable|||1|2|450 mW|18 W|Style Q2770PQU Widescreen LCD Monitor Stand and base Power Cord VGA Cable DVI cable USB cable Audio cable Media (Drivers, AOC Software, User's Manual, Warranty)|||In-plane Switching (IPS) Technology|PC||Style|Q2770PQU|Style Q2770PQU Widescreen LCD Monitor||LCD Monitor||||5 ms|WQHD|"27"""|||Yes|60 Hz|500 mW|||-5Â°to23Â°|||Yes|USB 3.0|178Â°|Yes|100 x 100|Yes||8 kg|||"25.3"" (642.2 mm)"
|"Viewsonic Cdx4650-l 46"" Led Lcd Monitor - 16:9 - 6.50 Ms - 1920 X 1080 - 700 Cd/mÂ² - 4,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 220 W - Energy Star - (CDX4650-L) - SoftwareCity.ca - Canada"|||||16:9|LED|Viewsonic|700 cd/mÂ²|Speaker|FCC ICES003 UL cUL CE CB BSMI ISO 9001 ISO 14001 TUV NORD||||Yes|Yes|4,000:1||"5"" (127 mm)"|"13"" (330.2 mm)"||||Yes|Digital Signage Ready, Video Wall, Picture in Picture||ENERGY STAR|Yes||Yes||"22.8"" (579.1 mm)"|"24.5"" (622.3 mm)"||178Â°||110 V AC, 220 V AC||3 Year|Viewsonic Corporation|CDX4650-L|http://www.viewsonic.com||1920 x 1080|||Yes|1|2||220 W|"46"" Full HD LED Commercial Display Power Cable VGA Cable Power Switch Cover Remote Control Batteries ViewSonic Wizard CD (with User Guide) Quick Start Guide"|||||||CDX4650-L|"46"" Full HD LED Commercial Display"||LCD Monitor||||6.50 ms|Full HD|"46"""|Anti-glare||Yes|||Yes|||||||178Â°|Yes|200 x 400|Yes||24.31 kg|25.99 kg|"40.3"" (1023.6 mm)"|"40.3"" (1023.6 mm)"
|"Asus Mb168b 15.6"" Led Lcd Monitor - 16:9 - 11 Ms - 1366 X 768 - 200 Nit - 500:1 - Hd - Usb - 5 W - Black, Silver - Weee, Rohs - (MB168B) - SoftwareCity.ca - Canada"|||||16:9|LED|Asus|200 cd/mÂ²||BSMI CB CCC CE C-Tick CU FCC PSE UL/cUL VCCI|Black, Silver|||||500:1||"0.3"" (8 mm)"|||Landscape/Portrait|||Ambient Light Sensor||WEEE, RoHS|Yes||||"9.3"" (236 mm)"|||90Â°||||3 Year|ASUS Computer International|MB168B|http://www.asus.com||1366 x 768||||1||0 mW|5 W|MB168B Portable USB-powered Monitor ASUS Smart Case USB 3.0 Cable Quick Start Guide Support CD|||Twisted Nematic Film (TN Film)|PC|||MB168B|MB168B Portable USB-powered Monitor||LCD Monitor||||11 ms|HD|"15.6"""|Anti-glare||||0 mW||||||Yes|USB 3.0|65Â°|||||800 g||"14.9"" (379 mm)"|
|"Nec Display X462s 46"" Edge Led Lcd Monitor - 16:9 - 1920 X 1080 - 16.7 Million Colors - 700 Nit - 3,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - Displayport - 135 W - (X462S) - SoftwareCity.ca - Canada"|||||16:9|Edge LED|NEC Display|700 cd/mÂ²|Speaker|||16.7 Million Colors|||Yes|3,000:1||"1.8"" (46.1 mm)"|"13"" (330 mm)"||Landscape/Portrait|Yes|Yes|CableComp+, Carbon Footprint Meter, Screen Saver, Ambient Light Sensor, Picture on Picture, Side-by-side View Support, Digital Signage Ready, Video Wall, TileMatrix Support, On/Off Scheduling, TileComp|||||Yes||"24.1"" (611.6 mm)"|"24.1"" (611.6 mm)"||178Â°||||3 Year|NEC Display Solutions|X462S|http://www.necdisplay.com||1920 x 1080|||Yes|1|2||135 W|"46"" LED-Backlit Super-Slim Professional-Grade Large-Screen DisplayScrewsThumbscrewsPower CordVGA Cable (Mini 15-pin D-sub)Remote ControlBatteriesCD-ROM (User Manual)Board Slot Cover"|||Super Patterned Vertical Alignment (S-PVA) Technology|PC, Mac|||X462S|"46"" LED-Backlit Super-Slim Professional-Grade Large-Screen Display"||LCD Monitor|||||Full HD|"46"""|||Yes|60 Hz|2 W||||||||178Â°|Yes|300 x 300|Yes||21.80 kg|23 kg|"41.6"" (1056.2 mm)"|"41.6"" (1056.2 mm)"
|"Acer B206hql 19.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1600 X 900 - 16.7 Million Colors - 250 Nit - Hd+ - Speakers - Dvi - Vga - 13.50 W - Dark Gray - Epeat Gold, Tco Certified Displays 6.0 - (UM.IB6AA.001) - SoftwareCity.ca - Canada"||Yes|Yes|No|16:9|LED|Acer|250 cd/mÂ²|||Dark Gray|16.7 Million Colors||||100,000,000:1||"2"" (50 mm)"|"8.7"" (221.2 mm)"||||Yes|||EPEAT Gold, TCO Certified Displays 6.0|Yes|Yes|||"10.9"" (276.2 mm)"|"12.8"" (325.6 mm)"||170Â°||220 V AC, 110 V AC|||Acer, Inc|UM.IB6AA.001|http://www.acer.ca||1600 x 900||||1||350 mW|13.50 W|B206HQL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord|||Twisted Nematic Film (TN Film)||||B206HQL|B206HQL Widescreen LCD Monitor|B|LCD Monitor||||5 ms|HD+|"19.5"""|Anti-glare||Yes|60 Hz|450 mW||||||||160Â°|||Yes||2.50 kg|4.30 kg|"18.2"" (463.4 mm)"|"18.2"" (463.4 mm)"
|"Benq Ew2740l 27"" Lcd Monitor - 16:9 - 4 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 300 Cd/mÂ² - 20,000,000:1 - Full Hd - Hdmi - Vga - (EW2740L) - SoftwareCity.ca - Canada"||Yes|||16:9||BenQ|300 cd/mÂ²||||16.7 Million Colors||||20,000,000:1||"7.5"" (191.3 mm)"||||||Mobile High-Definition Link (MHL), Senseye 3, Advanced Motion Accelerator (AMA), Security Lock||||Yes|Yes||"17.7"" (450.6 mm)"|||178Â°||110 V AC, 220 V AC||3 Year|BenQ Corporation|EW2740L|http://www.benq.ca||1920 x 1080||||1|||||||Vertical Alignment (VA)|PC|||EW2740L|EW2740L Widescreen LCD Monitor|EW40|LCD Monitor||||4 ms|Full HD|"27"""||||||||-5Â°to20Â°|||||178Â°|||Yes||4.20 kg||"24.5"" (622.6 mm)"|
|"Acer B226wl 22"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1680 X 1050 - 16.7 Million Colors - 250 Nit - 100,000,000:1 - Wsxga+ - Speakers - Dvi - Vga - 24.20 W - Black - Tco '06 - (UM.EB6AA.001) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:10|LED|Acer|250 cd/mÂ²|Speaker||Black|16.7 Million Colors||||100,000,000:1||"8.7"" (221.2 mm)"|||||Yes|||TCO '06|Yes|Yes|||"21"" (534.2 mm)"|||170Â°||110 V AC, 220 V AC|||Acer, Inc|UM.EB6AA.001|http://www.acer.ca||1680 x 1050||||1|2|350 mW|24.20 W|B226WL Widescreen LCD Monitor1 x VGA Cable1 x DVI CablePower Cord|||Twisted Nematic Film (TN Film)||||B226WL|B226WL Widescreen LCD Monitor|B|LCD Monitor||||5 ms|WSXGA+|"22"""|Anti-glare||Yes|60 Hz|450 mW||||||||160Â°|||Yes||3.09 kg|5.75 kg|"19.9"" (505.7 mm)"|
|"Philips Brilliance 220b4lpcb 22"" Led Lcd Monitor - 16:10 - 5 Ms - Adjustable Display Angle - 1680 X 1050 - 16.7 Million Colors - 250 Cd/mÂ² - 1,000:1 - Wsxga+ - Speakers - Dvi - Vga - Usb - 15.80 W - Textured Black - Energy Star 5.0, Epeat Gold, Weee, Rohs, Tco Certified Edge, Tco Certified Displays 5.2 - (220B4LPCB/27) - SoftwareCity.ca - Canada"||Yes|Yes|Yes|16:10|LED|Philips|250 cd/mÂ²|Speaker|BSMI CE Mark FCC Class B GOST SASO SEMKO TUV Ergo TUV/GS UL/cUL|Textured Black|16.7 Million Colors||||1,000:1||"2.3"" (59 mm)"|"8.9"" (227 mm)"||Landscape/Portrait||Yes|PowerSensor, TrueVision, SmartErgoBase, SmartImage||ENERGY STAR 5.0, EPEAT Gold, WEEE, RoHS, TCO Certified Edge, TCO Certified Displays 5.2|Yes|Yes||Yes|"13.7"" (349 mm)"|"20"" (509 mm)"||170Â°||110 V AC, 220 V AC||4 Year|Philips Electronics|220B4LPCB/27|http://www.philips.com||1680 x 1050||||1|2|0 mW|15.80 W|||1||PC, Mac|65%|Brilliance|220B4LPCB|Brilliance LCD Monitor, LED Backlight with PowerSensor|B|LCD Monitor||Plastic||5 ms|WSXGA+|"22"""|||Yes|60 Hz|300 mW||||||Yes|USB 2.0|160Â°|Yes|100 x 100|Yes||3.38 kg|5.20 kg|"19.8"" (504 mm)"|"19.8"" (504 mm)"
|"3m M2167pw 21.5"" Led Lcd Touchscreen Monitor - 16:9 - 16 Ms - Projected Capacitive - Multi-touch Screen - 1920 X 1080 - Adjustable Display Angle - 16.7 Million Colors - 5,000:1 - 250 Nit - Hdmi - Usb - Vga - Rohs - 1 Year - (98-0003-3729-9) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|3M|250 cd/mÂ²||FCC-BCETUVC-Tick||16.7 Million Colors||||5,000:1||"7.1"" (180.3 mm)"||||Yes||||RoHS|Yes||Yes||"14.9"" (378.5 mm)"|||178Â°||110 V AC, 220 V AC||1 Year|3M|98-0003-3729-9|http://www.3m.com||1920 x 1080|Wall Mountable, Arm-mountable|Yes|||||37.50 W|||||PC, Mac|||M2167PW|M2167PW Touchscreen LCD Monitor||LCD Touchscreen Monitor||||16 ms|Full HD|"21.5"""|||||||||Yes|Projected Capacitive|Yes||178Â°|Yes|100 x 100|Yes||6.40 kg||"20.7"" (525.8 mm)"|
|"Asus Vs228h-p 21.5"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 50,000,000:1 - Full Hd - Hdmi - Vga - 25 W - Black - Weee, Energy Star, Rohs - (VS228H-P) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|Asus|250 cd/mÂ²||UL/cULCBCEErPFCCCCCBSMIGost-RC-TickVCCIPSBEKJ-MOSSWHQL|Black|16.7 Million Colors||||50,000,000:1|||"7.9"" (200 mm)"|||||||WEEE, ENERGY STAR, RoHS|Yes|Yes|Yes|Yes||"15.2"" (385.5 mm)"||170Â°||||3 Year|ASUS Computer International|VS228H-P|http://www.asus.com||1920 x 1080|Wall Mountable|||1||500 mW|25 W|VS228H-P Widescreen LCD MonitorDVI CableVGA CablePower CordQuick Start GuideWarranty Card||||PC|||VS228H-P|VS228H-P Widescreen LCD Monitor|VS|LCD Monitor||||5 ms|Full HD|"21.5"""||||75 Hz|500 mW||||||||160Â°|Yes|100 x 100|Yes||3.10 kg|||"20.2"" (514.1 mm)"
|"Asus Ve278q 27"" Led Lcd Monitor - 16:9 - 2 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 300 Nit - 10,000,000:1 - Full Hd - Speakers - Dvi - Hdmi - Vga - 44 W - Black - Energy Star, Rohs, Weee - (VE278Q) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|Asus|300 cd/mÂ²|Speaker|CELUL/cULCBCEEuPFCCCCCBSMIGost-RC-TickVCCIPSBJ-MOSSTaiwan Green Mark|Black|16.7 Million Colors||||10,000,000:1||"8.7"" (220 mm)"|||||Yes|||ENERGY STAR, RoHS, WEEE|Yes||Yes||"17.5"" (445.6 mm)"|||170Â°||||3 Year|ASUS Computer International|VE278Q|http://www.asus.com||1920 x 1080|Wall Mountable|||1|2||44 W|VE278Q Widescreen LCD MonitorDVI CableVGA CableAudio CablePower CordQuick Start GuideWarranty Card||||PC|||VE278Q|VE278Q Widescreen LCD Monitor|VE|LCD Monitor||||2 ms|Full HD|"27"""|||Yes|85 Hz|2 W||||||||160Â°|Yes|100 x 100|Yes||6.50 kg||"25.3"" (643 mm)"|
|"Viewsonic Va926-led 19"" Led Lcd Monitor - 4:3 - 5 Ms - Adjustable Display Angle - 1280 X 1024 - 250 Cd/mÂ² - 1,000:1 - Sxga - Dvi - Vga - 18 W - Black - Energy Star, Rohs, Tco Displays 5.0, Epeat Silver - (VA926-LED) - SoftwareCity.ca - Canada"||Yes|||4:3|LED|Viewsonic|250 cd/mÂ²|||Black|||||1,000:1||"7.7"" (195.6 mm)"|"7.7"" (195 mm)"||||Yes|Security Lock||ENERGY STAR, RoHS, TCO Displays 5.0, EPEAT Silver|Yes||||"17.1"" (434.3 mm)"||82 kHz|170Â°||||3 Year|Viewsonic Corporation|VA926-LED|http://www.viewsonic.com||1280 x 1024|Wall Mountable|||1|||18 W|||||PC, Mac|||VA926-LED|VA926-LED LCD Monitor|VA|LCD Monitor||||5 ms|SXGA|"19"""|Anti-glare|||75 Hz|||||||||160Â°|Yes||Yes||3.49 kg||"16.2"" (411.5 mm)"|
|"Planar Pll2210mw 22"" Led Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Nit - 1,000:1 - Full Hd - Speakers - Dvi - Vga - 25 W - Black - Rohs - (997-6501-00) - SoftwareCity.ca - Canada"||Yes|||16:9|LED|Planar|250 cd/mÂ²|Speaker|cTUVusCEFCC-B|Black|16.7 Million Colors||||1,000:1||"1.9"" (48.5 mm)"|"7"" (177.8 mm)"||||Yes|||RoHS|Yes|Yes||Yes|"12.6"" (321.1 mm)"|"15.4"" (389.9 mm)"||170Â°||110 V AC, 220 V AC||3 Year|Planar Systems, Inc|997-6501-00|http://www.planar.com||1920 x 1080||||1|||25 W|PLL2210MW Widescreen LCD MonitorPower CordVGA CableDVI CableAudio CableUser's Guide||||PC, Mac|||PLL2210MW|PLL2210MW Widescreen LCD Monitor||LCD Monitor||||5 ms|Full HD|"22"""|Anti-glare||Yes|60 Hz|500 mW||||||||160Â°|Yes|100 x 100|Yes||3.18 kg||"19.9"" (506.5 mm)"|"19.9"" (506.5 mm)"
|"Aoc Value I2769vm 27"" Lcd Monitor - 16:9 - 5 Ms - Adjustable Display Angle - 1920 X 1080 - 16.7 Million Colors - 250 Cd/mÂ² - 50,000,000:1 - Full Hd - Speakers - Hdmi - Vga - Displayport - 35 W - Black - Energy Star 6.0, Tco Displays 5.0, Rohs, Eup - (I2769VM) - SoftwareCity.ca - Canada"||Yes|No|No|16:9||AOC|250 cd/mÂ²|Speaker||Black|16.7 Million Colors||No|No|50,000,000:1||"5.1"" (130 mm)"||||Yes|No|Eco Mode, Security Lock, Mobile High-Definition Link (MHL)||ENERGY STAR 6.0, TCO Displays 5.0, RoHS, EuP|Yes|Yes|Yes|Yes|"17.7"" (449 mm)"||83 kHz|178Â°||||3 Year|AOC|i2769Vm|http://us.aoc.com||1920 x 1080||||1||500 mW|35 W||||In-plane Switching (IPS) Technology|PC||Value|i2769Vm|"i2769Vm 68.6cm (27"") IPS Monitor"||LCD Monitor||||5 ms|Full HD|"27"""|||Yes|60 Hz|500 mW|No|||||||178Â°|||Yes||4.99 kg||"24.5"" (622 mm)"|
|"Viewsonic Va2251m-led 22"" Led Lcd Monitor - 16:9 - 5 Ms - 1920 X 1080 - 250 Cd/mÂ² - 1,000:1 - Full Hd - Speakers - Dvi - Vga - 30 W - Reach, Weee, Epeat Silver, Energy Star, Erp - (VA2251M-LED) - SoftwareCity.ca - Canada"|||||16:9|LED|Viewsonic|250 cd/mÂ²||CBCEUL/c ULFCC-BULARGOST-R/HygienicUkrSEPRO + DoCCCCCEL Level 1BSMIPSBC-tickSASOe-standbyKC||||||1,000:1||"2.4"" (62 mm)"|"6.5"" (163.8 mm)"||||Yes|Security Lock||REACH, WEEE, EPEAT Silver, ENERGY STAR, ErP|Yes||||"12.2"" (310.4 mm)"|"14.6"" (371.1 mm)"|82 kHz|170Â°||110 V AC, 220 V AC||3 Year|Viewsonic Corporation|VA2251m-LED|http://www.viewsonic.com||1920 x 1080|Wall Mountable|||1|2||30 W|||||PC, Mac|||VA2251m-LED|"22"" Full HD 1080p LED Monitor"||LCD Monitor||||5 ms|Full HD|"22"""|Anti-glare||Yes|75 Hz|||||||||160Â°|Yes|100 x 100|Yes||3.23 kg|3.54 kg|"20.1"" (511.3 mm)"|"20.1"" (511.3 mm)"
