3d type|<page title>|additional information|adjustable display angle|adjustable display height|adjustable display pivot|aspect ratio|backlight technology|brand name|brightness|builtin devices|certifications  standards|colour|colour support|component video|composite video|contrast ratio|country of origin|depth|depth with stand|display orientation|displayport|dvi|energy consumption per year|energy efficiency class|features|firewireilink|green compliance certificateauthority|green compliant|hdcp supported|hdmi|headphone|height|height with stand|horizontal frequency|horizontal viewing angle|input voltage|limited warranty|manufacturer|manufacturer part number|maximum adjustable height|maximum resolution|mount type|network rj45|number of screens|number of speakers|offmode power consumption|operating power consumption|package contents|package type|packaged quantity|panel technology|platform supported|postconsumerwaste|product line|product model|product name|product series|product type|recycled|recycled content|response time|screen mode|screen size|screen surface|sdi|sdi standard|speakers|standard refresh rate|standby power consumption|svideo|swivel angle|system requirements|thunderbolt|tilt angle|usb|usb standard|vertical viewing angle|vesa mount compatible|vesa mount standard|vga|webcam|weight approximate|weight with stand approximate|width|width with stand
|857-10594, Dell, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||5:4|LED|Dell|250 cd/m²||EMC|Black|16.7 Million Colours|||1,000:1||52 mm|163.50 mm||||||Security Lock||['TCO Certified Displays', 'EPEAT Gold', 'China Energy Label (CEL)', 'ENERGY STAR']|Yes||||336.7 mm|408.60 mm||170°|['110 V AC', '220 V AC']|3 Year|Dell, Inc|857-10594||1280 x 1024|||1|||22 W|E-series E1913S 19'' (48cm) Std LED Monitor VGA Only (1280x1024) Black VGA Cable Stand Power Cable Drivers and Documentation Media Quick Setup Guide Safety Information|||||25%||E1913S|E-series E1913S 19'' (48cm) Std LED Monitor VGA Only (1280x1024) Black|E|LCD Monitor|Yes||5 ms|SXGA|"48.3 cm (19"")"|Anti-glare||||60 Hz|500 mW||||||||160°|Yes|100 x 100|Yes||2.79 kg||411.9 mm|411.90 mm
|PA249Q, 2765107, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Asus|350 cd/m²|USB Hub||Black|1073.7 Million Colors (10-bit)|||80,000,000:1||62 mm|235 mm||Yes|Yes|||['Picture in Picture', 'Picture by Picture', 'Security Lock', 'Splendid Video Intelligence Technology']||||Yes|Yes|Yes|362.8 mm|416.30 mm|83 kHz|178°|||ASUS Computer International|PA249Q||1920 x 1200|Wall Mountable||1||0 mW|72 W||||Advanced High Performance In-plane Switching (AH-IPS) Technology|['PC', 'Mac']|||PA249Q|PA249Q Widescreen LCD Monitor|PA|LCD Monitor|||6 ms|WUXGA|"61 cm (24"")"||||||1 W||||||Yes|USB 3.0|178°|Yes|100 x 100|Yes||6.60 kg||557.2 mm|557.20 mm
|LH22UDBPLBB/EN, 2514217, Samsung, LCD Monitor, Kingsfield Computer Products Ltd|||||1:1|Edge LED|Samsung|450 cd/m²||||16.7 Million Colours|||4,000:1||79.5 mm|||Yes|Yes||||||||Yes||393.3 mm|||178°|||Samsung|LH22UDBPLBB/EN||960 x 960|Wall Mountable|Yes|1|||67 W|||||PC||SyncMaster|UD22B|SyncMaster UD22B Widescreen LCD Monitor||LCD Monitor|||6 ms||"55.9 cm (22"")"||||||1 W||||||||178°|Yes|300 x 300|Yes||5.80 kg||393.3 mm|
|272G5DJEB/00, 3111197, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Philips|300 cd/m²|USB Hub|BSMI CE Mark FCC Class B GOST PSB SASO SEMKO TUV Ergo TUV/GS cETLus|Textured Black|16.7 Million Colours|||80,000,000:1||64 mm|242 mm||Yes|Yes|||['SmartSize', 'Security Lock', 'SmartFrame', 'SmartResponse', 'Mobile High-Definition Link (MHL)', 'SmartImage']||['RoHS', 'EPEAT Silver', 'ENERGY STAR 6.0', 'TCO Certified Displays', 'WEEE']|Yes|Yes|Yes||405 mm|580 mm||170°|['120 V AC', '230 V AC']|2 Year|Philips Electronics|272G5DJEB/00|150 mm|1920 x 1080|||1||300 mW|24.60 W||||Twisted Nematic Film (TN Film)|['Mac', 'PC']||Brilliance|272G5DJEB|Brilliance LCD Monitor with SmartImage Game||LCD Monitor|||1 ms|Full HD|"68.6 cm (27"")"|||||144 Hz|500 mW||65°|||-5°to20°|Yes|USB 3.0|160°|Yes|100 x 100|Yes||5.10 kg|7.50 kg|639 mm|639 mm
|ET220A, AM-ET220A-HARD-GLASS, Edge10, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9||Edge10|300 cd/m²|Speaker|CE UL FCC|Black|16.7 Million Colours|||10,000:1||54 mm|198 mm|||Yes|||Security Lock||ENERGY STAR|Yes||||346 mm|395 mm||178°|['220 V AC', '110 V AC']|3 Year|Edge10 Corporation Limited|ET220a||1920 x 1080|Wall Mountable||1|2|1 W|24 W|ET220a Widescreen LCD Monitor Power Cable VGA Cable||||['Mac', 'PC']|||ET220a|ET220a Widescreen LCD Monitor||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"||||Yes|75 Hz|1 W|||||-5°to15°|||170°|Yes|100 x 100|Yes||4.74 kg||503 mm|503 mm
|GV546A4#ABU, HP, LCD Monitor, Kingsfield Computer Products Ltd|Kensington Lock-readyPlug and play||||||HP|250 cd/m²|USB Hub||||Yes|Yes|1,000:1||98 mm||||Yes|||||TCO '99|Yes|Yes|Yes||375 mm|||178°|['220 V AC', '110 V AC']|3 Year|Hewlett-Packard|GV546A4#ABU||1920 x 1200|||1||||Professional LP2480zx Widescreen LCD MonitorVGA to DVI-I CableDVI-D to DVI-I CableDisplayPort CableHDMI CableUSB Cable||||PC||Professional|LP2480zx|Professional LP2480zx Widescreen LCD Monitor||LCD Monitor|||12 ms|WUXGA|"61 cm (24"")"|||||||Yes|||||Yes||178°|||||12.50 kg||565 mm|
|LS27A850TS/EN, 886N203, Samsung, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Samsung|300 cd/m²|USB Hub||Matte Black|16.7 Million Colours|||5,000,000:1||42 mm|224.50 mm||Yes|Yes|||['Pyroelectric Infrared Ray (PIR) Sensor', 'Eco Motion Sensor', 'Eco Light Sensor', 'Eco Saving', 'Off Timer', 'MagicColor', 'MagicBright']||['TCO Displays 5.0', 'ENERGY STAR', 'EPEAT Gold']|Yes||Yes||390.5 mm|442.50 mm||178°||3 Year|Samsung|LS27A850TS/EN||2560 x 1440|Wall Mountable||1|||64 W|"27"" S27A850T LED Business MonitorE-manualInstall CDQuick Setup Guide"|||PLS (Plane to Line Switching) Technology|PC||SyncMaster|S27A850T|"27"" S27A850T LED Business Monitor"|850|LCD Monitor|||5 ms|WQHD|"68.6 cm (27"")"||||No||500 mW||||||Yes|USB 3.0|178°|Yes|100 x 200|||6.60 kg||642.5 mm|642.50 mm
|B5M13AA#ABU, HP, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|HP|200 cd/m²|Speaker||Black||||600:1||47.8 mm|47.80 mm|||Yes|||Security Lock||['REACH', 'China Energy Label (CEL)', 'EPEAT Silver', 'ENERGY STAR']|Yes||||299 mm|299 mm||90°|['220 V AC', '110 V AC']|1 Year|Hewlett-Packard|B5M13AA#ABU||1600 x 900|||1|||26 W|"W2072a 50,8 cm (20"") LED Backlit LCD Monitor (B5M13AA)VGA CableAudio CableAC Power Cable"||||||Value|W2072a|"W2072a 50,8 cm (20"") LED Backlit LCD Monitor"||LCD Monitor|||5 ms|HD+|"50.8 cm (20"")"|Anti-glare|||Yes||||||||||50°|||Yes|||3.50 kg|477.3 mm|477.30 mm
|LS23C65UDC/EN, 2773805, Samsung, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Samsung|250 cd/m²|['USB Hub', 'Speaker']|"UL (USA): UL 60950 1 CSA (Canada) CSA C22.2 No.. 60950-1 TUV (Germany): EN60950-1 NEMKO (Norway): EN60950-1 KC (Korea): K60950-1 CCC (China): GB 4943-2001 PSB (Singapore): IEC60950-1 GOST (Russia): IEC60950-1, EN55022 SIQ (Slovenia): IEC60950-1, EN55022 PCBC (Poland): IEC60590-1, EN55022 NOM (Mexico): NOM-019-SCFI-1993 IRAM (Argentina): IEC60950-1 SASO (Saudi Arabia): IEC60950-1 EMC:
FCC (U.S.) FCC Part 15 Subpart B class of A CE (Europe) EN55022, EN55024 VCCI (Japan) V-3 (CISPR22) KCC (Korea) KN22, KN24 C-Tick (Australia): AS/NZS3548 (CISPR22) CCC (China ): GB 9254-2008, GB 17625.1-2003"|Matte Black|16.7 Million Colours|||1,000:1||55.4 mm|224 mm||Yes|Yes|||['MagicRotation', 'MultiScreen', 'MagicTune', 'Off Timer', 'MagicBright 3', 'Eco Saving', 'Mobile High-Definition Link (MHL)']||['ENERGY STAR', 'Eco-label', 'EPEAT Gold', 'TCO Certified Displays']|Yes||No||321.4 mm|479.65 mm||178°|['220 V AC', '110 V AC']|3 Year|Samsung|LS23C65UDC/EN||1920 x 1080|Wall Mountable||1||||"23"" S23C650D Series 6 LED Business Monitor D-Sub Cable USB Cable 1.5 m Power Cable Length E-manual Installation CD Quick Setup Guide"|||AD-PLS Technology|PC|||S23C650D|"23"" S23C650D Series 6 LED Business Monitor"|650|LCD Monitor|Yes|Plastic|5 ms|Full HD|"58.4 cm (23"")"||||No||||||||Yes|USB 2.0|178°|Yes|100 x 100|Yes||3.80 kg|5.45 kg|542.9 mm|542.90 mm
|VK278Q, ASUMON073, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Asus|300 cd/m²|['Speaker', 'Webcam']||Black|16.7 Million Colours|||10,000,000:1||220 mm||||Yes|||||ENERGY STAR|||Yes||460 mm|||170°|||ASUS Computer International|VK278Q||1920 x 1080|Wall Mountable||1|2||45 W|||||PC|||VK278Q|VK278Q Widescreen LCD Monitor|VK|LCD Monitor|||2 ms|Full HD|"68.6 cm (27"")"||||Yes|85 Hz|2 W||||||||160°|Yes|100 x 100|Yes||6.50 kg||643 mm|
|60A1MAR2UK, LNVCMG00, Lenovo, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Lenovo|250 cd/m²|USB Hub|CCC NOM IEC-60950-1 BSMI JEITA TUV-S SABS SASO CE GOST PSB FCC Class B VCCI IC KC GS INSM ISO 9241-307 TUV-GS BSMI KONCAR MPR-II ECO CSC China Energy Efficiency Standard Tier 1 NEMKO KVALITET TUV Green Mark|Black|16.7 Million Colours|||1,000:1||56.4 mm|218.40 mm||Yes||||Security Lock||['ULE Gold', 'China RoHS', 'TCO Certified Edge', 'TCO Certified Displays 6.0', 'EPEAT Gold', 'ENERGY STAR 6.0', 'RoHS', 'EPA', 'China Energy Label (CEL)']|Yes|Yes|Yes||362.9 mm|362.90 mm||170°|['220 V AC', '110 V AC']||Lenovo Group Limited|60A1MAR2UK||1920 x 1080|Wall Mountable||1||500 mW|22 W|||||PC||ThinkVision|LT2223p|ThinkVision LT2223p Widescreen LCD Monitor||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"||||||500 mW||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||3.07 kg|4.96 kg|512.6 mm|512.60 mm
|9H.L7CLA.TBU, BENNOT056, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No||16:9|LED|BenQ|250 cd/m²|Speaker||Glossy Black|16.7 Million Colours|||1,000:1||179.1 mm||||Yes|||['Eco Mode', 'Security Lock', 'Senseye 3']||['ENERGY STAR 5.0', 'TCO Displays 5.0']|Yes|Yes|Yes||436.5 mm|||170°|['110 V AC', '220 V AC']||BenQ Corporation|9H.L7CLA.TBU||1920 x 1080|Wall Mountable||1|2||42 W|||||PC|||GL2450HM|GL2450HM Widescreen LCD Monitor||LCD Monitor|||2 ms|Full HD|"61 cm (24"")"||||Yes||300 mW||||||||160°|Yes|100 x 100|Yes||4.10 kg||579.4 mm|
|190S1CB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes||16:10||Philips|250 cd/m²||BSMICE MarkFCC Class BGOSTSEMKOTUV ErgoTUV/GSUL/cUL|Black|16.7 Million Colours|||25,000:1||68 mm|201 mm|||Yes|||['SmartImage', 'Security Lock', 'TrueVision']||"[""TCO '03"", 'EPEAT Silver', 'RoHS', 'ENERGY STAR 5.0']"|Yes|Yes|||305 mm|421 mm||176°|['110 V AC', '220 V AC']||Philips Electronics|190S1CB/00||1440 x 900|||1||500 mW|17.10 W|||||['Mac', 'PC']||Brilliance|190S1CB|Brilliance LCD Monitor with SmartImage|S|LCD Monitor|||5 ms|WXGA+|"48.3 cm (19"")"|||||60 Hz|800 mW||||||||170°|Yes|100 x 100|Yes||3.40 kg|4.50 kg|436 mm|436 mm
|9H.LAGLB.QBE, 2997289, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|BenQ|250 cd/m²|Speaker||Glossy Black|16.7 Million Colours|||20,000,000:1||191.3 mm|||||||['Security Lock', 'Advanced Motion Accelerator (AMA)', 'Senseye 3', 'Eye-Care', 'Flicker-free', 'Smart Focus', 'Mobile High-Definition Link (MHL)', 'Brightness Sensor']||||Yes|Yes||421.6 mm|||178°|['220 V AC', '110 V AC']||BenQ Corporation|9H.LAGLB.QBE||1920 x 1080|Wall Mountable||1|||42 W|EW2440L Widescreen LCD Monitor HDMI cable|||Vertical Alignment (VA)|PC|||EW2440L|EW2440L Widescreen LCD Monitor|EW40|LCD Monitor|||4 ms|Full HD|"61 cm (24"")"||||Yes||500 mW|||||-5°to20°|||178°|||Yes||3.74 kg||545.7 mm|
|60003608, NECMON767, NEC Display Solutions, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|NEC Display|250 cd/m²|['Speaker', 'USB Hub']|CE TÜV Ergonomics TÜV GS FCC Class B PCT/Gost UL/C-UL CSA ISO 9241-307 (pixel failure class I) DDC-2B DDC-2Bi|Black|16.77 Million Colors|||25,000:1||230 mm||Landscape/Portrait|Yes|Yes|||['Ultra Slim', 'Carbon Savings Meter', 'Carbon Footprint Meter', 'Ambient Light Sensor', 'Eco Mode', 'Intelligent Power Manager (IPM) System', 'OSD/Power Lock']||['TCO Certified Displays 6.0', 'MPR II', 'ErP', 'EPEAT Gold', 'ENERGY STAR', 'RoHS', 'TCO Certified Edge', 'MPR III']|Yes|Yes|Yes|Yes|418 mm|||178°|['110 V AC', '220 V AC']|3 Year|NEC Display Solutions|60003608|130 mm|1920 x 1080|||1|2||31 W||||In-plane Switching (IPS) Technology|PC||MultiSync|EA273WMi|MultiSync EA273WMi Widescreen LCD Monitor||LCD Monitor|||6 ms|Full HD|"68.6 cm (27"")"||||Yes|60 Hz|500 mW||170°|||5°to30°|Yes|USB 2.0|178°|Yes|100 x 100|Yes||8.70 kg||639.3 mm|
|9H.L9PLB.RWE, 3126581, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|BenQ|250 cd/m²|||White|16.7 Million Colours|||20,000,000:1||193 mm||||Yes|||['Senseye 3', 'M-book Mode', 'Picture in Picture', 'Advanced Motion Accelerator (AMA)', 'Picture by Picture', 'Eco Mode', 'Security Lock', 'Low Blue Light', 'Flicker-free', 'Eye-Care', 'Reading Mode']||TCO Certified Displays 6.0|Yes|Yes|Yes|Yes|429 mm|||178°|['230 V AC', '120 V AC']||BenQ Corporation|9H.L9PLB.RWE||1920 x 1080|Wall Mountable||1||||VW2430H Widescreen LCD Monitor HDMI Cable|||Vertical Alignment (VA)|['PC', 'Mac']|||VW2430H|VW2430H Widescreen LCD Monitor|VW|LCD Monitor|||4 ms|Full HD|"61 cm (24"")"||||No|||||||-5°to20°|No||178°|Yes|100 x 100|Yes||4.50 kg||568 mm|
|K9304121A, 2175296, Barco, LCD Monitor, Kingsfield Computer Products Ltd|||||||Barco|300 cd/m²|||||Yes|Yes|700:1||81.3 mm||||Yes||||||||||355.6 mm|||178°|||Barco|K9304121A||1280 x 1024|||1|||||||||||MDSC-1119|MDSC-1119 LCD Monitor||LCD Monitor||||SXGA|"48.3 cm (19"")"|||||||Yes|||||||178°|||Yes||7.98 kg||426.7 mm|
|B1780SD-B1, 3032391, Iiyama, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|5:4|LED|iiyama|250 cd/m²|Speaker|CE TÜV-Bauart VCCI-B GOST-R|['Black', 'White']|16.7 Million Colours|||5,000,000:1||230 mm||Landscape/Portrait||Yes|||['Eco Mode', 'Display Power Management Signaling (DPMS)', 'Security Lock']||['TCO Certified Displays 6.0', 'ENERGY STAR']|Yes|Yes|||370 mm|||170°|['220 V AC', '110 V AC']||iiyama North America, Inc|B1780SD-B1|130 mm|1280 x 1024|Wall Mountable||1|2||14 W||||Twisted Nematic Film (TN Film)|['Mac', 'PC']||ProLite|B1780SD-B1|ProLite B1780SD-B1 LCD Monitor||LCD Monitor|||5 ms|SXGA|"43.2 cm (17"")"||||Yes|75 Hz|500 mW||45°|||-3°to20°|||160°|Yes|100 x 100|Yes||4.40 kg||529.5 mm|
|VG2239M-LED, B921309, ViewSonic, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes||LED|Viewsonic||Speaker|||||||||||Yes|Yes||||||||||||||||Viewsonic Corporation|VG2239m-LED||1920 x 1080|||1|||||||||||VG2239m-LED|VG2239m-LED Widescreen LCD Monitor||LCD Monitor||||Full HD|"55.9 cm (22"")"||||Yes|||||||||||Yes||Yes|||||
|220B4LPCB/00, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:10|LED|Philips|250 cd/m²|['Speaker', 'USB Hub']|BSMICE MarkFCC Class BGOSTSASOSEMKOTUV ErgoTUV/GSUL/cUL|Black|16.7 Million Colours|||1,000:1||59 mm|227 mm|||Yes|||['SmartImage', 'Security Lock']||['ENERGY STAR 5.0', 'TCO Certified Edge', 'RoHS', 'EPEAT Gold', 'WEEE']|Yes|Yes||Yes|349 mm|509 mm||170°|['220 V AC', '110 V AC']||Philips Electronics|220B4LPCB/00||1920 x 1080|||1|2||15.80 W|||||['Mac', 'PC']|65%|Brilliance|220B4LPCB|Brilliance LCD Monitor, LED Backlight with PowerSensor|B|LCD Monitor|Yes|Plastic|5 ms||"55.9 cm (22"")"||||Yes|60 Hz|300 mW||||||Yes|USB 2.0|160°|Yes|100 x 100|Yes||3.38 kg|5.20 kg|504 mm|504 mm
|E2270SWN, 2779104, AOC, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|AOC|200 cd/m²||CCC FCC CB/CE C-Tick BSMI ISO9241-307 cTUVus|Black|16.7 Million Colours|||20,000,000:1|||176 mm||||||Eco Mode||['China Energy Label (CEL)', 'EPEAT Silver', 'China RoHS', 'CECP', 'ENERGY STAR 6.0']|Yes|||||374.50 mm||90°|['110 V AC', '220 V AC']|3 Year|AOC|E2270SWN||1920 x 1080|Wall Mountable||1|||18 W|||||PC|||E2270SWN|E2270SWN Widescreen LCD Monitor||LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"|||||60 Hz|500 mW||||||||65°|Yes|100 x 100|Yes||2.70 kg|||503.40 mm
|243V5LHAB/00, 2883447, Philips, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Philips|250 cd/m²|Speaker|BSMI CE Mark cETLus FCC Class B GOST PSB SASO SEMKO TUV/ISO9241-307|Black|16.7 Million Colours|||1,000:1||52 mm|220 mm|||Yes|||['SmartControl', 'Security Lock', 'Sync on Green', 'SmartContrast']||['EPEAT Silver', 'ENERGY STAR 6.0', 'TCO Certified Displays', 'RoHS', 'WEEE']|Yes|Yes|Yes|Yes|344 mm|420 mm||170°|['220 V AC', '110 V AC']|2 Year|Philips Electronics|243V5LHAB/00||1920 x 1080|||1|2|300 mW|19.18 W|||||['Mac', 'PC']|||243V5LHAB|LCD Monitor with SmartControl Lite|V|LCD Monitor|||5 ms|Full HD|"59.9 cm (23.6"")"||||Yes|60 Hz|500 mW||||||||160°|Yes|100 x 100|Yes||3.22 kg|3.66 kg|551 mm|551 mm
|210-40674, DELU2713HM/SIL, Dell, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Dell|350 cd/m²|USB Hub||Silver|16.78 Million Colors|||1,000:1||65.6 mm|200.30 mm||Yes|Yes|||['Cable Management', 'Security Lock']||['CECP', 'TCO Certified Displays', 'ENERGY STAR', 'EPEAT Gold']|Yes|Yes|Yes||378.2 mm|538.90 mm||178°|['110 V AC', '220 V AC']|3 Year|Dell, Inc|210-40674||2560 x 1440|Wall Mountable||1|||100 W|UltraSharp U2713HM Widesreen LCD Monitor Stand Power Cable DVI Cable USB Cable VGA Cable Cable Tie Drivers and Documentation Media Colour Calibrated Factory Report Quick Setup Guide Safety Information|||Advanced High Performance In-plane Switching (AH-IPS) Technology||25%|UltraSharp|U2713HM|UltraSharp U2713HM Widesreen LCD Monitor||LCD Monitor|Yes|Plastic|8 ms|WQHD|"68.6 cm (27"")"|Anti-glare|||No|60 Hz|500 mW||||||Yes|USB 3.0|178°|Yes||Yes|No|5.60 kg|10.20 kg|639.3 mm|639.30 mm
|UM.QG6EE.009, 3147242, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:9|LED|Acer|250 cd/m²|||Black|16.7 Million Colours|||100,000,000:1||||||Yes|36 kWh|A|||MPR II|Yes||Yes|||||178°|['220 V AC', '110 V AC']|2 Year|Acer, Inc|UM.QG6EE.009|No|1920 x 1080|||1||450 mW|31 W|G246HYL Widescreen LCD Monitor1 x VGA CablePower Cord|||In-plane Switching (IPS) Technology||||G246HYL|G246HYL Widescreen LCD Monitor|G|LCD Monitor|||6 ms|Full HD|"60.5 cm (23.8"")"|Anti-glare||||60 Hz|490 mW||No|||-5°to15°|||178°|No||Yes|||||
|VG248QE, ASUNOT702, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd|||||||Asus||||Black||||||||||Yes||||||||Yes||||||||ASUS Computer International|VG248QE||1920 x 1080|||1|||||||||||VG248QE|VG248QE Widescreen LCD Monitor||LCD Monitor|||1 ms|Full HD|"61 cm (24"")"||||Yes||||||||||||||||||
|E2483HS-B1, IIYE2483HSB, Iiyama, LCD Monitor, Kingsfield Computer Products Ltd|||||16:9|LED|iiyama|250 cd/m²|Speaker|CE TUV-GS VCCI-B PSE CU DDC-2B VESA DPMS VCCI Class B|Black|16.7 Million Colours|||1,000:1||203 mm||||Yes|||Security Lock||['ENERGY STAR', 'TCO Certified Displays 6.0']|Yes|Yes|Yes|Yes|412 mm|||170°|['110 V AC', '220 V AC']|3 Year|iiyama North America, Inc|E2483HS-B1||1920 x 1080|||1|2||24 W|ProLite E2483HS - A Full HD LED Monitor with 2 ms Response Time Power cable VGA cable (D-Sub) DVI-D cable Audio cable Stand Quick start guide Safety guide|||Twisted Nematic Film (TN Film)|||ProLite|E2483HS|ProLite E2483HS - A Full HD LED Monitor with 2 ms Response Time||LCD Monitor|||2 ms|Full HD|"61 cm (24"")"||||Yes|75 Hz|500 mW||||||||160°|Yes|100 x 100|Yes||3.40 kg||565 mm|
|VN248H, 2812199, ASUSTeK COMPUTER, LCD Monitor, Kingsfield Computer Products Ltd||Yes|||16:9|LED|Asus|250 cd/m²|Speaker|BSMI CB CCC CE C-Tick CU FCC Gost-R UL/cUL VCCI|Black|16.7 Million Colours|||80,000,000:1|||194.20 mm||No|No|||['MultiScreen', 'Splendid Video Intelligence Technology', 'Security Lock', 'Trace Free Technology']||['EPEAT Gold', 'Taiwan Green Mark', 'WEEE', 'ENERGY STAR 6.0', 'TCO Certified Displays 6.0', 'RoHS']|Yes|Yes|Yes|Yes||393 mm||178°|['220 V AC', '110 V AC']|3 Year|ASUS Computer International|VN248H||1920 x 1080|Wall Mountable||1|2|500 mW|23 W|VN248H Widescreen LCD Monitor VGA Cable Audio Cable Power Cord Quick Start Guide Warranty Card|||Advanced High Performance In-plane Switching (AH-IPS) Technology|PC|||VN248H|VN248H Widescreen LCD Monitor|VN|LCD Monitor|||5 ms|Full HD|"60.5 cm (23.8"")"||||Yes|75 Hz|500 mW||||||||178°|Yes|100 x 100|Yes||4 kg|||554.50 mm
|UM.EV6EE.001, 8654M75, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|No|No|16:10|LED|Acer|250 cd/m²|||Black|16.7 Million Colours|||100,000,000:1||52 mm|207 mm|||Yes|||||['TCO Certified Displays 6.0', 'EPEAT Gold']|Yes|Yes|||333.1 mm|419.10 mm||170°|['220 V AC', '110 V AC']|3 Year|Acer, Inc|UM.EV6EE.001|No|1680 x 1050|||1||350 mW|17.20 W|V226WL Widescreen LCD MonitorPower Cord1 x VGA Cable|||Twisted Nematic Film (TN Film)||||V226WL|V226WL Widescreen LCD Monitor|V|LCD Monitor|||5 ms|WSXGA+|"55.9 cm (22"")"|Anti-glare||||60 Hz|450 mW||No|||-5°to25°|||160°|Yes|100 x 100|Yes||3.09 kg|3.52 kg|505.8 mm|505.80 mm
|9H.LAPLB.QPE, 2819842, BenQ, LCD Monitor, Kingsfield Computer Products Ltd||No|No|No|5:4|LED|BenQ|250 cd/m²||||16.7 Million Colours|||1,000:1||178 mm||||Yes|||['Senseye 3', 'Eco Mode', 'Security Lock']||TCO Certified Displays 6.0|Yes|Yes|||425.5 mm|||170°|['110 V AC', '220 V AC']||BenQ Corporation|9H.LAPLB.QPE||1280 x 1024|Wall Mountable||1|||18 W|||||PC|||BL912|BL912 LCD Monitor||LCD Monitor|||5 ms|SXGA|"48.3 cm (19"")"||||No||300 mW||||||||160°|Yes|100 x 100|Yes||3.50 kg||416 mm|
|PN-K321H, SHALCDPNK321H, Sharp, LCD Monitor, Kingsfield Computer Products Ltd||||||Edge LED|Sharp|350|Speaker|EMC Class A IEC||1.07 Billion Colors|No|No|800:1||35 mm||Landscape/Portrait|Yes|No|||IGZO Technology||||Yes|No|Yes|441 mm|||176°|['220 V AC', '110 V AC']||Sharp Electronics|PNK321H||3840 x 2160||No|1|2|||PN-K321H LCD Monitor PC Cable||||['Mac', 'PC']|||PN-K321H|PN-K321H LCD Monitor||LCD Monitor|||8 ms|QFHD|"81.3 cm (32"")"||||Yes|||No|||||||176°|Yes|200 x 200|No||7.50 kg||750 mm|
|UM.WB6EE.001, 3109895, Acer, LCD Monitor, Kingsfield Computer Products Ltd||Yes|Yes|Yes|16:9|LED|Acer|250 cd/m²|||Dark Grey|16.7 Million Colours|||100,000,000:1|||221 mm|||Yes|||||['EPEAT Gold', 'TCO Certified Displays 6.0']|Yes|Yes|||304 mm|369 mm||170°|['110 V AC', '220 V AC']|3 Year|Acer, Inc|UM.WB6EE.001||1920 x 1080|||1||350 mW|16.50 W|B226HQL Widescreen LCD Monitor1 x DVI Cable1 x VGA CablePower Cord|||||||B226HQL|B226HQL Widescreen LCD Monitor|B|LCD Monitor|||5 ms|Full HD|"54.6 cm (21.5"")"|Anti-glare|||Yes|60 Hz|450 mW||||||||160°|||Yes||3.17 kg|5.81 kg|508 mm|508 mm
