3d compatibility|<page title>|ac adapter included|ac power in|annual energy consumption|anschlüsse|aspect ratio|audio input|audio output|auflösung empfohlen|backlight type|bezel width bottom|bezel width side|bezel width top|bildformat|blickwinkel horizontal|blickwinkel vertikal|bluetooth|builtin camera|builtin microphone|builtin speakers|builtin subwoofer|cable lock slot|cables included|camera included|card reader integrated|certification|colour|colour of product|common interface ci|common interface plus ci|compatible memory cards|compatible with vesawall mounting system|compliance industry standards|composite sync|composite video in|connection to pc|contrast ratio dynamic|contrast ratio typical|dcin jack|depth|depth with stand|digital horizontal frequency|digital vertical frequency|dimensions w x d x h|dimensions w x d x h with stand|display|display brightness|display diagonal|display diagonal metric|display number of colours|display resolution|display srgb|display surface|display technology|display type|display viewable area hxv|displaygröße|displayports quantity|dvi port|dvid ports quantity|dvii ports quantity|effective viewing area|eigenschaften|electromagnetic compatibility|energy efficiency class|energy star certified|epeat compliance|ethernet lan|ethernet lan connection|farbe allgemein|farbe herstellerspezifisch|feet colour|full hd|gewicht netto|glossy display|handheld remote control|hd type|hdcp|hdmi|hdmi ports quantity|hdready|headphone connectivity|headphone out|headphone outputs|height|height adjustment|height with stand|helligkeitleuchtstärke|horizontal scan range|input frequency|input voltage|io ports|kontrastverhältnis|lcd paneltechnologie bzw tm |led backlight|led indicators|linux operating systems supported|mac operating systems supported|manual|maximum resolution|mean time between failures mtbf|megapixel|microphone in|mobile highdefinition link mhl|netzteil|nonoperating altitude|number of colours|number of loudspeakers|number of osd languages|number of products included|on screen display osd|on screen display osd languages|onoff switch|operating altitude|operating relative humidity hh|operating relative humidity range|operating temperature range tt|operating temperature tt|package dimensions wxdxh|package weight|packaging depth|packaging height|packaging width|pc audio in|picture enhancement|pictureinpicture|pivot|pivot angle|pixel pitch|placement supported|plug and play|power consumption|power consumption active|power consumption average|power consumption economy mode|power consumption max|power consumption off|power consumption powersave|power consumption standby|power consumption typical|power cord included|power led|power requirements|product type|prüfzeichenzertifikatezulassungen|quantity|quick start guide|reaktionszeit|relative humidity|response time|rms rated power|rotating|safety|screen saving functions|separate hv sync|signalart|standby led|storage relative humidity hh|storage relative humidity range|storage temperature range tt|storage temperature tt|strahlungsnorm|supported graphics resolutions|supported video modes|svideo in|svideo inputs quantity|swivel|swivel angle|swivel angle range|swivel webcam|swivelling|syncongreen sog|thin client installed|tilt adjustment|tilt angle|tv tuner integrated|usb 20 ports quantity|usb 30 ports quantity|usb powered|user guide on cdrom|vertical scan range|vesa bohrung|vesa mounting interfaces compatibility|vga dsub ports quantity|video dot rate|viewable size diagonal|viewable size horizontal|viewable size vertical|viewing angle horizontal|viewing angle vertical|volume control|wall mountable|weight|weight with stand|width|width with stand|wifi|windows operating systems supported|wireless lan connection
N|VG2437MC-LED - ViewSonic VG2437mc-LED, LED monitor - Xpcpro.com||Y|||16:9|Y|Y|||||||||N|Y|Y|Y|N|Kensington|AC, Audio 3.5mm, DVI, USB, VGA|||WEEE, RoHS||Black|||||||||20000000:1|1000:1||60.5 mm|239.6 mm|24 - 82 kHz|50 - 75 Hz|||LED|300 cd/m²|"24 """|||1920 x 1080 pixels|||||||1||1|||||Unspecified|Y|Silver||N||||||||Full HD||N|||3.5 mm|1||340.3 mm|Y|450.9 mm|||50/60 Hz|100 - 240 V||||||||Y|||2 MP|Y||||||||Y|||||10 - 90 %|['32 - 104 °F', '0 - 40 °C']|||7100 g|192 mm|527 mm|631 mm||||Y|0 - 90 °||Horizontal/Vertical||||19 W||24.5 W||||15.5 W|||||||Y|||5 ms|||||Y||||||||1920 x 1080 HD 1080|1080p||||-180 - 180 °|||Y||N|Y|-5 - 20 °||2||||||100 x 100 mm|1||599.44 mm|520.69 mm|292.09 mm|170 °|160 °||Y|3700 g|5200 g|556.8 mm|556.8 mm|||N
|221B3LPCB/02 - Philips Brilliance B-line 221B3LPCB - Xpcpro.com||||||Y|Y||W-LED||||||||N||Y||Kensington|||N|BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÜV/GS, TÜVErgo, UL/cULRoHS||Black|N|N|N||||||20000000:1|1000:1||59 mm|227 mm|||||LED|250 cd/m²|"['54.6 cm', '21.5 ""']"||16.77 M|1920 x 1080 pixels|Y||||||||1|||||Unspecified|Y|Gold||N||||||||Full HD|Y|N||||1||323 mm|Y|480 mm||30 - 83 kHz|50/60 Hz|100 - 240 V||||||||||30000 h|||||||2|8||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS||||20 - 80 %|0 - 40 °C|||7120 g|186 mm|361 mm|568 mm|Y|||Y||0.248 x 0.248 mm||Y||||||||0.1 W|17.8 W||||||||||5 ms|3 W||||Y|||||-20 - 60 °C|||1920 x 1080 HD 1080|||||||N||Y|N|Y|-5 - 20 °|N|2||||56 - 75 Hz||100 x 100 mm|1|||476.6 mm|268.1 mm|176 °|170 °||Y|3400 g|5300 g|507 mm|507 mm|||N
N|E2460SXDA - AOC Professional E2460Sxda  LED - Xpcpro.com||Y|||16:10||||W-LED||||||||N||Y||Kensington|AC, Audio 3.5mm, DVI, VGA|||TCO 6.0, TUV-GS, CE, FCC, GOST, ISO13406-2, ISO 9241-307, RoHS, EuP||Black|||||||||20000000:1|1000:1||||||||LED|250 cd/m²|"24 """|61 cm|16.77 M|1920 x 1200 pixels|||TNFilm|||||Y|1|||||Unspecified|Y|Silver||||||||||Full HD|Y||||||||N|||30 - 83 kHz|||||||||||||||||||1|||||Y||||||||||||||N||0.269 x 0.269 mm|||||||||||||Y||||||||5 ms|2 W||||||Y||||||1920 x 1200 WUXGA||||||||N||N|Y|-5 - 20 °|N|||||55 - 75 Hz||100 x 100 mm|1|||518.4 mm|324 mm|170 °|160 °||Y|||||||
|B2481HS-B1 - Iiyama ProLite B2481HS-1 LED monitor - Xpcpro.com||||D-Sub 15 pol., DVI-D mit HDCP, HDMI mit HDCP||||1.920 x 1.080|||||Wide 15:9/16:9/16:10|||||||||||||||||||||||||||||||||||||||||||"59.9 cm 23,6 """|||||||||||||||||||||||||||||||250 cd/qm|||||5000000 :1|TN||||||||||||||||||||||||||||||||||||||||||||||||||||||2 ms|||||||||||||||||||||||||||||||||||||||||||||||||||
N|VA2046M-LED - ViewSonic VA2046m-LED,  LED monitor - Xpcpro.com||Y|||16:9|Y|||||||||||N||Y|||Audio 3.5mm, VGA|||CB, WEEE, UL, cUL, FCC-B, TUV-S, NOM, CE, GOST-RHygienic, SASO, Ukraine, CCC, CEL, BSMI, PSB, C-TICK||Black|||||||||10000000:1|600:1||49 mm|197.6 mm|||||LED|200 cd/m²|"20 """|||1600 x 900 pixels||||||||Y|1|||||Unspecified||||||||||||||||||||301.8 mm|N|360.2 mm|||50/60 Hz|100 - 240 V|||||||||||||||||2|||Y||||||0 - 40 °C|||3970 g|116 mm|395 mm|530 mm|||||||||||||||||18 W|Y||||||Y||5 - 90 %|5 ms|2 W||||||||||||1600 x 900||||||||||N|Y|-5 - 18 °|N|||||||100 x 100 mm|1|||||90 °|65 °||Y|2600 g|3000 g|478.2 mm|478.2 mm||Windows 7 Home Basic, Windows 7 Home Basic x64, Windows 7 Home Premium, Windows 7 Home Premium x64, Windows 7 Professional, Windows 7 Professional x64, Windows 7 Starter, Windows 7 Starter x64, Windows 7 Ultimate, Windows 7 Ultimate x64, Windows 8, Windows 8 Enterprise, Windows 8 Enterprise x64, Windows 8 Pro, Windows 8 Pro x64, Windows 8 x64, Windows Vista Business, Windows Vista Business x64, Windows Vista Enterprise, Windows Vista Enterprise x64, Windows Vista Home Basic, Windows Vista Home Basic x64, Windows Vista Home Premium, Windows Vista Home Premium x64, Windows Vista Ultimate, Windows Vista Ultimate x64|
Y|"E2250SD - AOC Value e2250Sd LED monitor 22"" 1680 x - Xpcpro.com"||Y|||16:10||||W-LED||||||||||N||Kensington|AC, DVI, VGA|||CE, Energy Star 6.0, EPEAT Silver, GOST, RoHS, TCO 6.0, TÜV-GS, Ukrain Safety||Black|||||||||20000000:1|1000:1|||190 mm|30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"22 """|55.9 cm|16.77 M|1680 x 1050 pixels|||TN|||||Y|11|||||Unspecified|Y|Silver|||||||||||Y||||||||N|408.5 mm|||50/60 Hz|100 - 240 V|||||Y|||||||||||||||Y||Y|||||||4620 g|109 mm|420 mm|562 mm||||N||0.282 x 0.282 mm||Y||||||0.5 W||0.5 W|18 W||Y||||||||5 ms|||||||Y||||||1680 x 1050 WSXGA||||||||N||N|Y|-4 - 17 °|||||Y|||75 x 75 mm|1|||476.64 mm|268.11 mm|170 °|160 °||Y||3760 g|508.7 mm|508.7 mm|||
N|B2480HS-W1 - Iiyama ProLite B2480HS-W1,  LED - Xpcpro.com||Y|||16:9|Y|||Edge-lit LED|||||||N|N||Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA||N|CE, CU, TUV-GS, TCO||White|||||||||5000000:1|1000:1||244.5 mm||||||LED|300 cd/m²|"23.6 """||16.77 M|1920 x 1080 pixels|||TNFilm||||||1|||||Unspecified|Y|||N||||Y|||||Y||1|||||557 mm|Y|||24 - 80 kHz|50/60 Hz|100 - 240 V||||||||Y|||||||||2 pcs|9||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, JPN, POR, RUS||||10 - 80 %|['41 - 95 °F', '5 - 35 °C']||||||||||Y|0 - 90 °|0.2715 x 0.2715 mm||Y||||||||1 W|22 W||Y|||||Y|||2 ms|||||Y||||5 - 85 %|-20 - 60 °C|||1920 x 1080 HD 1080|1080p||||-160 - 160 °|||Y||N|Y|-5 - 22 °|N|||||56 - 75 Hz||100 x 100 mm|1|||521.28 mm|293.22 mm|170 °|160 °||Y|6100 g||571.5 mm||||
N|E2260PQ - AOC Professional E2260PQ Professional - Xpcpro.com||Y|||16:10||||W-LED|||||||N|||Y||Kensington|AC, Audio 3.5mm, DVI, VGA|||CE, CU, Energy Star 6.0, EPEAT Silver, EuP, ISO 9241-307, RoHS, TCO 6.0, TÜV-GS, Ukrain Safety||White|||||||||50000000:1|1000:1|||244.6 mm|30 - 83 kHz|50 - 76 Hz|||LED|250 cd/m²|"22 """|55.9 cm|16.77 M|1680 x 1050 pixels|||TN||||1|Y|1|||||Unspecified|Y|Silver|N||||||||||Y||||||||Y|408.3 mm|||50/60 Hz|100 - 240 V|||||Y|||||70000 h||||||||||Y||Y|||||||7220 g|413 mm|177 mm|652 mm||||Y||0.282 x 0.282 mm||Y||||||0.5 W||0.5 W|19 W||Y||||||||2 ms|2 W||||||Y||||||1680 x 1050 WSXGA||||||||Y||N|Y|-5 - 22 °|||||Y|||100 x 100 mm|1|||476.64 mm|268.11 mm|170 °|160 °||Y||5650 g|507.8 mm|507.8 mm|N||
|"60002818 - NEC MultiSync E201W - LED monitor  20"" - Xpcpro.com"|||||16:9||||||||||||||N||Kensington|Power Cable, Signal Cable: VGA - VGA; DVI-D - DVI-D|N||EPEAT Gold; CE; ErP; TCO 5.0; TÜV Ergonomics; TÜV GS; GEEA/Energy Label; Energy Star 5.0; FCC Class B; PCT/Gost; UL/C-UL or CSA; CCC; ISO 9241-307 pixel failure class I; MPR II/ MPR III||White||||100 x 100 mm|||||25000:1|1000:1||55 mm||31.5 - 82.3 kHz|56 - 75 Hz|477 x 55 x 285.6 mm|447 x 213.9 x 359.3 mm|TNFilm|250 cd/m²|"20 """|||1600 x 900 pixels|||||||1||1|-|||||Y||||||||||||N||-|||||285.6 mm|110 mm|||||||||||||Y|1920 x 1080 pixels|||||||16.7 M|||||||||20 - 80 %|5 - 35 °C||||||||||||0.267 mm||Y|25 W|||18 W||||0.34 W||||100-120 V/220-240 V; 0.6 A/0.35 A|||||||5 ms|||||||||||||||||-45 - 45 °||||||||-5 - 20 °|-|-|||||||1|||||170 °|160 °|||5400 g||477 mm||||
|22MB65PM-W - LG FLATRON Monitor 22MB65PM-W LED - Xpcpro.com|||||16:10||||||||||||N||Y|||AC, Audio 3.5mm, DVI, VGA|||||White|||||||||5000000:1|1000:1|||239 mm|30 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"22 """|55.88 cm|16.77 M|1680 x 1050 pixels|||TN|||||Y|1|||||Unspecified|Y||||||White|||||Full HD|Y||||||||Y|379 mm|||47-63 Hz|90 - 264 V||||||||Y|||||||||2|14||Y|||||||||||||Y|||Y||0.282 x 0.282 mm||||||||0.3 W||0.4 W|21 W||||||||||5 ms|2 W||||||||||||||||||||||N|||N||||Y||||1|||473.86 mm|296.16 mm|170 °|160 °||Y||4700 g||506 mm|||
N|"LS27C750PS/EN - Samsung S27C750P LED monitor 27"", - Xpcpro.com"|||||16:9||Y||||||||||N||N|||HDMI|||||Black, Silver|||||||||Mega Contrast|3000:1||32.3 mm|200 mm|||||LED|300 cd/m²|"27 """||16.77 M|1920 x 1080 pixels|||WVA|||||N||||||Unspecified|Y|||||||||||Full HD|||2|||||371.3 mm|N|515.6 mm|||50/60 Hz|100 - 240 V|||||||Y|Y|||||||||||||||||||||7600 g|162 mm|445 mm|710 mm||||Y||||||||||||0.3 W|23 W|||||||Y|||5 ms|||||||||||||1920 x 1080 HD 1080|||||||||||Y||N|||||||N mm|1|||||178 °|178 °||N|3900 g|5800 g|624.6 mm|624.6 mm||Y|
N|226V4LAB/00 - Philips V-line 226V4LAB, LED monitor - Xpcpro.com|||||16:9||||W-LED||||||||N||Y||Kensington||||||Black|||||||||10000000:1|1000:1||48 mm|213 mm|||||LED|250 cd/m²|"['21.5 ""', '54.6 cm']"||16.77 M|1920 x 1080 pixels|Y||||||||1|||||Unspecified|Y|Silver||||||||||Full HD|Y|||||||320 mm||388 mm||30 - 83 kHz|50/60 Hz|100 - 240 V||||||||||30000 h|||||||2 pcs|9||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS, TUR|||||0 - 40 °C|||4550 g|124 mm|396 mm|567 mm|Y|||||0.248 x 0.248 mm||Y||||||||0.5 W|19.15 W||Y|||||||20 - 80 %|5 ms|4 W||||Y||Y|||-20 - 60 °C|||1920 x 1080 HD 1080|||||||||Y|N||-5 - 20 °|N|||||56 - 75 Hz||100 x 100 mm|1|||476.64 mm|268.11 mm|170 °|160 °||Y|3000 g|3340 g|514 mm|514 mm|||
N|"E2460SD - AOC 60 series E2460SD LED monitor 24"" - Xpcpro.com"||Y|||16:9|N|N|||||||||N|N|N|N||N|||N|FCC, cTUVus, CE, EPA5.1, CCC, China ROHS, CEL1, CQC||Black|||N||||||20000000:1|||219.3 mm||30 - 83 kHz|55 - 76 Hz|||LED|250 cd/m²|"24 """|60.97 cm|16.77 M|1920 x 1080 pixels|||||||||1|||||Unspecified|||N|||||||||Full HD|Y|||||||403.05 mm|N||||50/60 Hz|110 - 240 V||||||||||||||||||16||Y||Y|||||||5680 g|131 mm|476 mm|621 mm|||N|N||0.277 x 0.277 mm||Y||||||||0.5 W|18 W||||||||||5 ms|||||||||||||1920 x 1080 HD 1080||||||||N||N|Y|-5 - 20 °|N|||||||100 x 100 mm|1|170 MHz||531.36 mm|298.89 mm|170 °|160 °||Y|4440 g||565.4 mm||N||
|"60003586 - NEC MultiSync EA193Mi LED monitor 19"", - Xpcpro.com"||||DisplayPort||||1.280 x 1.024|||||Wide 15:9/16:9/16:10|||||||||||||||||||||||||||||||||||||||||||"48.3 cm 19"""||||||LED Backlight, schwenkbar, neigbar|||||||schwarz||||5,5 kg||||||||||||||250 cd/qm|||||1000 :1|||||||||||||||||||||||||||||||||||||||||||||||||||||||5 ms||||||||digital/analog|||||||||||||||||||||||||||||||||||||||||||
N|"22M45D - LG 22M45D 21.5"" 5ms Widescreen LED - Xpcpro.com"|||||4:3, 16:9||||W-LED|||||||N|||||Y||||||Black||||||Y|||5000000:1|1000:1||60 mm|188 mm|30 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"21.5 """|54.61 cm|16.77 M|1920 x 1200 pixels|||TN|||||Y|1|||||Unspecified|||N|||||||||Full HD|Y|||||||316 mm||418 mm|||50/60 Hz|100 - 240 V||||||||||||||||||15||Y||Y|||||||4060 g|116 mm|381 mm|577 mm||||||0.248 x 0.248 mm||Y||||||0.3 W||0.3 W|21 W||Y|||||||||||||Y||Y||||||1920 x 1080 HD 1080, 1920 x 1200 WUXGA|1080p||||||||||Y|-5 - 20 °||||||||Y mm|1|||||170 °|160 °||Y|2300 g|2600 g|509 mm|509 mm|N||
|22MB65PY-W - LG FLATRON 22MB65PY-W LED Monitor - Xpcpro.com|||||16:10||||||||||||N||Y|||AC, Audio 3.5mm, DVI, VGA|||||White|||||||||5000000:1|1000:1|||239 mm|30 - 83 kHz|56 - 75 Hz|||LED|250 cd/m²|"22 """|55.88 cm|16.77 M|1680 x 1050 pixels|||TN||||1|Y|1|||||Unspecified|Y||||||White||||||Y||||||||Y|379 mm|||47-63 Hz|90 - 264 V||||||||Y|||||||||2|14||Y|||||||||||||Y|||Y||0.282 x 0.282 mm||||||||0.3 W||0.4 W|21 W||||||||||5 ms|2 W||||||||||||||||||||||N|||N|1|||Y||||1|||473.86 mm|296.16 mm|170 °|160 °||Y||4700 g||506 mm|||
|B1780SD-B1 - Iiyama ProLite B1780SD-1 LED monitor - Xpcpro.com|||||5:4||||||||||||N||Y||Kensington|Audio 3.5mm, DVI, VGA|||CE, TÜV, VCCI-B, TCO, GOST-R||Black|||||||||5000000:1|1000:1||230 mm||||||LED|250 cd/m²|"17 """|43 cm|16.77 M|1280 x 1024 pixels|||TN|||||Y|1|||||Unspecified|Y|||||||||||N|Y|||||||399.5 mm|Y|||24 - 80 kHz|50/60 Hz|100 - 240 V||||||||Y|||||||||2|9||Y|CHI SIMPL, CHI TR, DEU, DUT, ENG, FRE, JPN, POL, RUS|||||||||||||||||0.264 x 0.264 mm||||||||||0.5 W|14 W|||||||Y|||5 ms|1 W|Y|||Y||||||||1280 x 1024 SXGA|||||||||||Y|-3 - 22 °||||||55 - 75 Hz||100 x 100 mm|1|||||170 °|160 °||Y|4400 g||370 mm||||
|221B3LPCS/02 - Philips Brilliance B-line - Xpcpro.com||||||Y|Y||W-LED||||||||N|N|Y||Kensington|||N|BSMI, CE-Zeichen, FCC, GOST, SEMKO, TCO 5.1, TÜV/GS, TÜVErgo, UL/cULRoHS||Silver|N|N|N||||||20000000:1|1000:1||59 mm|227 mm|||||LED|250 cd/m²|"['54.6 cm', '21.5 ""']"||16.77 M|1920 x 1080 pixels|Y||||||||1|||||Unspecified|Y|Gold||N||||Y|||||Y|N||Y||1||323 mm|Y|480 mm||30 - 83 kHz|50/60 Hz|100 - 240 V||||||||||30000 h|||||||2 pcs|8||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, POR, RUS||||20 - 80 %|0 - 40 °C|||7120 g|186 mm|361 mm|568 mm|Y|||Y||0.248 x 0.248 mm||Y||||||||0.1 W|17.8 W||||||||||5 ms|3 W||||Y|||||-20 - 60 °C|||1920 x 1080 HD 1080|||||||N||Y|N|Y|-5 - 20 °|N|2||||56 - 75 Hz||100 x 100 mm|1|||476.6 mm|268.1 mm|176 °|170 °||Y|3400 g||507 mm|507 mm|||N
N|"60003683 - NEC MultiSync EA244UHD LED monitor  24"" - Xpcpro.com"|||||16:9||||W-LED|18.1 mm|14.8 mm|18.1 mm||||N|N||Y||Kensington|AC, Audio 3.5mm, DisplayPort||N|CE, EAC, FCC, MPR II/III, RoHS, TCO, TUV, CSA||Black||||||||||1000:1|||218 mm|||||LED|350 cd/m²|"23.8 """|60.5 cm|1073.7 M|3840 x 2160 pixels|||IPS||||2|Y|2|||||Unspecified|Y|Gold|N|||||||||4K Ultra HD|||2|||Y|||Y|516.7 mm||31.5 - 134 kHz|50/60 Hz|100 - 240 V||||||||Y|||||Y||||2|||Y||||20 - 80 %|||5 - 35 °C|||||||||Y||0.14 x 0.14 mm|||||||79 W||0.32 W|0.33 W|52 W||||||||||5 ms|2 W||||||||||||720 x 400, 832 x 624, 1280 x 960, 2560 x 1440, 3840 x 2160, 1024 x 768 XGA, 1920 x 1080 HD 1080, 2560 x 1600 WQXGA, 640 x 480 VGA, 800 x 600 SVGA||||||-170 - 170 °||Y||N|Y|-5 - 30 °|N||4|||30 - 75 Hz||100 x 100 mm||||||178 °|178 °||Y||7000 g|558.2 mm|558.2 mm|N||
-|B2280HS-B1 - Iiyama ProLite B2280HS-1  LED monitor - Xpcpro.com|||- kWh||16:9||||||||||||N||Y||Kensington||||||Black|||||||||5000000:1|1000:1||244.5 mm||||||LCD|250 cd/m²|"21.5 """||16.77 M|1920 x 1080 pixels|||TNFilm||||||1|-||||Unspecified|Y|-||||||Y|||||Y||1|||||393 mm|['Y', '130 mm']|||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||||||||||||2 pcs|||||||||||||||||||Y|0 - 90 °|0.2482 x 0.2482 mm||||||||||- W|21 W||||||||||5 ms|1 W||||Y||||||||Unspecified|||||-160 - 160 °|||||N||-5 - 22 °|N|-||||56 - 75 Hz||100 x 100 mm|1|||476.64 mm|268.11 mm|160 °|160 °||Y|5100 g||509.5 mm||||
-|60002929 - NEC SpectraView Reference 301 - LCD - Xpcpro.com|||||16:10||||-||||||||||N||Kensington||N||CE; TCO 03; TÜV Ergonomics; TÜV GS; C-tick; GEEA/Energy Label; Energy Star 5.0; FCC Class B; PCT/Gost; UL/C-UL or CSA; CCC; ISO 9241-307 pixel failure class I; MPR II/ MPR III; PCBC/B-mark; PSB; RoHS||Black|||||||||-|1000:1||616 mm||||||IPS|350 cd/m²|"30 """||1070 M|2560 x 1600 pixels|Y||||||2||2|||||||||||||-|||||-|||||||466 mm||||31.5 - 98.7 kHz||100 - 240 V||||||||||||||||||||Y||||||||||||||||||0.251 x 0.251 mm|||155 W||||||1 W|||||||||||30 - 80 %|6 ms||||||||||5 - 35 °C|||640 x 480 VGA,720 x 480,720 x 576,800 x 600 SVGA,832 x 624,1024 x 768 XGA,1152 x 864 XGA,1152 x 870,1280 x 720 HD 720,1280 x 960,1280 x 1024 SXGA,1440 x 900 WXGA,1440 x 1050,1600 x 1200 UXGA,1680 x 1050 WSXGA,1920 x 1080 HD 1080,1920 x 1200 WUXGA,1920 x 1440,2560 x 1600 WQXGA||||170 - 170 °||||||N||5 - 30 °|N|||||30 - 85 Hz||100 x 100,200 x 100 mm||||||178 °|178 °||Y|18800 g||688 mm||||
-|"E2460PHU - AOC Value e2460PHU,  LED monitor  24"",  - Xpcpro.com"|||- kWh||16:9||||W-LED|||||||N|N||Y||Kensington|||N|CE, Energy Star 5.0, EPEAT Gold, FCC, ISO 9241-307, RoHS, TCO 5.0, TÜV-GS, Win7||Black|N|N|N||||||20000000:1|1000:1||244.58 mm||||||LED|250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels|||||||||1|||||-|Y|||N||||Y|||||Y|Y|1|||||524.2 mm|130 mm|||30 - 83 kHz|50/60 Hz|90 - 240 V|||||||||1920 x 1080 pixels|||||||||||Y||||||||||||||||Y|-2 - 92 °|0.276 x 0.276 mm||Y||||||||- W|- W||||||||||2 ms|||UkraineSafety||||||||||1920 x 1080 HD 1080|||||0 - 178 °|||||N||-5 - 15 °|-|-||||55 - 75 Hz||100 x 100 mm|1|148.5 MHz|609.7 mm|531.36 mm|298.89 mm|170 °|160 °||Y|6540 g||565.4 mm||||
|"25UM65-P - LG 25UM65-P  LED monitor  25""  2560 x - Xpcpro.com"|Y||||21:9|Y|||W-LED||||||||N||Y|||HDMI|||ULcUL, FCC-B, CE, CB, CCC, BSMI, KC, EPA, ROHS, REACH||Black|||||||||5000000:1|1000:1|Y|40 mm|188.4 mm|||||LCD|300 cd/m²|"25 """|63.5 cm|16.77 M|2560 x 1080 pixels|Y|Matt|IPS||||1|Y|1|||||||||||||||||Full HD|Y||2||3.5 mm|Y|1|281.4 mm||383 mm||30 - 90 kHz|47-63 Hz|90 - 240 V|||||Y||||||||||||2|||Y|CHI SIMPL, DEU, ENG, ESP, FIN, FRE, ITA, JPN, POL, POR, RUS, SWE, UKR|||10 - 80 %|||10 - 35 °C|||||||||||0.2286 x 0.2286 mm||Y||||||||0.5 W|31 W||||||||||5 ms|6 W|||||||5 - 90 %|||-20 - 60 °C||2560 x 1080||||||||||N|Y|-5 - 20 °||||||56 - 75 Hz||||||583.66 mm|250.4 mm|178 °|178 °|||3780 g|4100 g|609 mm|609 mm|||
N|B2480HS-B1 - Iiyama ProLite B2480HS  LED monitor - Xpcpro.com||Y|- kWh||16:9|Y|||Edge-lit LED|||||||N|N|N|Y|N|Kensington|AC, Audio 3.5mm, DVI, VGA||N|CE, CU, TUV-GS, TCO||Black|N|N|||||||5000000:1|1000:1||244.5 mm||||||LED|300 cd/m²|"23.6 """||16.77 M|1920 x 1080 pixels|||TNFilm||||||1|||||-|Y|-||N||||Y|||N||Y||1|||||557 mm|130 mm|||24 - 80 kHz|50/60 Hz|100 - 240 V|||||||Y||||||||||2 pcs|9||Y|CHI SIMPL, DEU, ENG, ESP, FRE, ITA, JPN, POR, RUS|Y|||10 - 80 %|5 - 35 °C||||||||||Y|0 - 90 °|0.2715 x 0.2715 mm||Y||||||||1 W|22 W||Y|||||Y|||2 ms|4 W||||Y||||5 - 85 %|-20 - 60 °C|||1920 x 1080 HD 1080|||||-160 - 160 °|||||N||-5 - 22 °|N|||N||56 - 75 Hz||100 x 100 mm|1|||521.28 mm|293.22 mm|170 °|160 °||Y|6100 g||571.5 mm|||Y|
N|"LS24D300HS/EN - Samsung S24D300H  LED monitor 24"" - Xpcpro.com"|||34 kWh||16:9|N||||||||||N|N||N||N|VGA|||Windows 8.1||Black|||||||||Mega Contrast|1000:1||53.9 mm|197 mm|||||LED|250 cd/m²|"24 """||16.77 M|1920 x 1080 pixels||Gloss|TN|||||N||||||A|Y||N|||||||||Full HD|||1|||||342.1 mm|N|417.2 mm|||50/60 Hz|100 - 240 V|||||||Y|Y|||||||||||||||||||||4400 g|111 mm|408 mm|635 mm||||||||||||||||0.3 W|18 W|||||||Y|||2 ms|||||||||||||1920 x 1080 HD 1080||||||||||N|Y|-1 - 20 °|N|||||||N mm|1|||||170 °|160 °||N|2800 g|3150 g|569 mm|569 mm|N|Y|
N|XB2776QS-B2 - Iiyama ProLite XB2776QS-B2 LED - Xpcpro.com||Y|||16:9|||||||||||N|||Y||Kensington|AC, Audio 3.5mm, DVI|||CE, TUV-GS, VCCI-B, PSE, TCO 6, CU||Black|||||||||5000000:1|1000:1||230 mm||30 - 80 kHz|55 - 75 Hz|||LED|350 cd/m²|"27 """|68.5 cm|16.77 M|2560 x 1440 pixels|||AH-IPS||||1|Y|1|||||Unspecified|Y|Silver|N|||||||||Full HD|Y||1|||Y||418 mm|Y||||50/60 Hz|100 - 240 V|||||Y||||||||||||2|10||Y||||||||||||||||Y||0.233 x 0.233 mm|||||||||||49 W|||||||Y|||5 ms|3 W|Y|||Y||||||||2560 x 1440||||||-45 - 45 °||Y||N|Y|-5 - 23 °|N|||||||100 x 100 mm|1|||335.7 mm|596.7 mm|178 °|178 °||Y|7400 g||644 mm||N|Y|
N|"UM.HV6EE.013 - Acer V276HLbd LED monitor 27"" 1920 - Xpcpro.com"||Y|||16:9||||||||||||N||N||||||||Black|||||||||100000000:1|||||||||LED|300 cd/m²|"27 """|||1920 x 1080 pixels||||||||||||||Unspecified|Y|||||||||||Full HD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Y||||||||6 ms|||||||Y||||||1920 x 1080 HD 1080||||||||||N|||N||||||||1|||||||||||||||
